product_id,shop_id,name,category,color,fabric,size_range,price_LKR,style_tags,product_url,created_ts,popularity_score,stock_count,created_timestamp
11,10,Lightweight Heritage Joggers & Pants,JOGGERS & PANTS,Orange,Fleece,XS-S,2500,"Office Wear, Petite Friendly, Hot Weather, Minimalist, Party Wear, Polka Dot, Summer",https://www.puma.com/product/11,05:03.6,4.1,39,2025-03-05 17:36:31
12,20,Tailored Soft Coats,COATS,Chocolate,Leather,XS-S,14500,"Party Wear, Checked, Dark Skin, Fair Skin, Monochrome",https://www.mango.com/product/12,43:48.3,2.9,470,2025-07-27 17:36:31
13,4,Layered Textured Denim Jackets,DENIM JACKETS,Blue,Leather,XS-S,11000,"Monochrome, Polka Dot, Tall Friendly, Business Casual, Luxury, Vintage",https://www.nike.com/product/13,19:36.4,2.9,194,2025-03-15 17:36:31
14,12,Smart Oversized Joggers & Pants,JOGGERS & PANTS,White,Wool,M,4500,"Office Wear, Hipster, Edgy, Dark Skin, Comfy, Beach Wear, Sporty, Minimalist",https://www.mango.com/product/14,03:42.6,3.8,273,2024-09-06 17:36:31
15,19,Statement Edgy Utility Pants,UTILITY PANTS,Striped,Modal,XL-XXL,12000,"Eco-friendly, Floral, Polka Dot, Patterned, Layering, Oversized, Cold Weather",https://www2.hm.com/product/15,45:57.9,4.2,119,2024-10-13 17:36:31
16,1,Layered Casual Track Pants,TRACK PANTS,Chocolate,Cotton,L,3000,"Petite Friendly, Cottagecore, Festival, Skinny Friendly, Floral, Comfy, Formal",https://www.zara.com/product/16,46:39.7,2.9,221,2025-11-04 17:36:31
17,20,Chic Comfy Joggers & Pants,JOGGERS & PANTS,Chocolate,Wool,XS-S,4000,"Urban, Formal, Winter, Rainy Weather, Neutral Skin, Office Wear, Patterned",https://www2.hm.com/product/17,33:53.2,3.6,364,2024-12-12 17:36:31
18,14,Soft Edgy Beach Wear,BEACH WEAR,Mint,Linen,L,5000,"Petite Friendly, Patterned, Hipster, Business Casual, Cold Weather, Monochrome",https://www.nike.com/product/18,09:12.2,2.7,145,2025-05-02 17:36:31
19,3,Patterned Chic Cardigans,CARDIGANS,Black,Bamboo,XL-XXL,10000,"Autumn, Patterned, Checked, Dark Skin, Skinny Friendly, Cottagecore, Minimalist",https://www.uniqlo.com/product/19,14:42.7,4.2,453,2025-02-02 17:36:31
20,9,Heritage Minimalist Blazers,BLAZERS,Orange,Linen,M,9500,"Office Wear, Spring, Eco-friendly, Y2K, Hipster",https://www.zara.com/product/20,26:45.7,3.5,391,2025-10-09 17:36:31
21,19,Luxury Textured Track Pants,TRACK PANTS,Blush,Modal,XL-XXL,2500,"Rainy Weather, Edgy, Tall Friendly, Floral, Vintage",https://www2.hm.com/product/21,12:40.6,3.0,116,2025-01-25 17:36:31
22,16,Camo Relaxed Shorts,SHORTS,Peach,Silk,L,3000,"Edgy, Autumn, Patterned, Athleisure, Streetwear, Festival, Spring, Tall Friendly",https://www.adidas.com/product/22,00:46.0,3.7,397,2025-12-15 17:36:31
23,18,Elegant Wide Leg Coats,COATS,Mint,Polyester,XL-XXL,9000,"Neutral Skin, Fair Skin, Petite Friendly, Layering, Hipster",https://www.puma.com/product/23,52:07.6,3.0,207,2024-11-23 17:36:31
24,4,Bright Bold Blazers,BLAZERS,Red,Wool,XL-XXL,14000,"Winter, Monochrome, Skinny Friendly, Rainy Weather, Dark Skin, Luxury",https://www.adidas.com/product/24,33:35.4,4.9,296,2025-01-17 17:36:31
25,2,Bright Oversized Chinos,CHINOS,Maroon,Denim,L,5500,"Office Wear, Vintage, Skinny Friendly, Slim Fit, Layering, Formal",https://www.nike.com/product/25,49:33.1,4.5,75,2025-07-22 17:36:31
26,14,Vintage Patterned Utility Pants,UTILITY PANTS,Grey,Silk,XL-XXL,10000,"Formal, Layering, Cottagecore, Preppy, Fair Skin, Summer, Party Wear",https://www.uniqlo.com/product/26,31:12.1,2.6,311,2024-10-11 17:36:31
27,10,Functional Functional Oversize Tee,OVERSIZE TEE,Chocolate,Polyester,M,4000,"Monochrome, Petite Friendly, Cottagecore, Comfy, Floral, Tall Friendly",https://www.mango.com/product/27,00:24.2,3.8,286,2025-07-29 17:36:31
28,2,Wide Leg Comfy Oversize Tee,OVERSIZE TEE,Olive,Tencel,L,4000,"Neutral Skin, Curvy Friendly, Formal, Autumn, Office Wear",https://www2.hm.com/product/28,43:03.1,4.3,82,2024-10-20 17:36:31
29,4,Layered Casual Track Pants,TRACK PANTS,Pastel Blue,Jacquard,XL-XXL,5000,"Stripes, Y2K, Medium Skin, Edgy, Winter",https://www.zara.com/product/29,32:39.6,2.7,476,2024-09-14 17:36:31
30,11,Functional Minimalist Chinos,CHINOS,Pastel Blue,Polyester,M,4500,"Neutral Skin, Tall Friendly, Polka Dot, Y2K, Rainy Weather, Hipster, Dark Skin, Luxury",https://www.nike.com/product/30,47:34.0,2.6,280,2025-07-30 17:36:31
31,2,Luxury Heritage T-Shirts,T-SHIRTS,Polka Dot,Wool,XL-XXL,5000,"Petite Friendly, Preppy, Comfy, Athleisure, Winter, Y2K",https://www.uniqlo.com/product/31,18:39.6,4.3,286,2025-10-31 17:36:31
32,10,Structured Comfy Chinos,CHINOS,Pink,Velvet,L,4000,"Dark Skin, Rainy Weather, Business Casual, Medium Skin, Hipster, Edgy",https://www.levi.com/product/32,28:33.8,4.3,31,2024-10-23 17:36:31
33,22,Vintage Vintage Denim Jackets,DENIM JACKETS,Pastel Blue,Fleece,M,9000,"Comfy, Patterned, Stripes, Rainy Weather, Medium Skin, Summer",https://www.zara.com/product/33,28:58.6,4.1,426,2025-01-22 17:36:31
34,18,Textured Structured Shorts,SHORTS,Grey,Rayon,XS-S,4000,"Edgy, Streetwear, Urban, Beach Wear, Fair Skin, Eco-friendly, Summer",https://www.nike.com/product/34,14:24.8,4.9,83,2024-09-19 17:36:31
35,17,Chic Camo T-Shirts,T-SHIRTS,Sky Blue,Jacquard,M,3000,"Slim Fit, Cottagecore, Beach Wear, Fair Skin, Formal, Streetwear, Summer, Skinny Friendly",https://www.mango.com/product/35,12:39.6,3.9,162,2025-09-20 17:36:31
36,4,Essential Urban Shorts,SHORTS,Navy,Cotton,M,3000,"Urban, Stripes, Petite Friendly, Edgy, Sporty, Business Casual, Polka Dot",https://www.adidas.com/product/36,47:18.5,2.5,415,2025-01-11 17:36:31
37,18,Neutral Relaxed Joggers & Pants,JOGGERS & PANTS,Navy,Cotton,L,5000,"Office Wear, Checked, Eco-friendly, Sporty, Party Wear, Medium Skin, Business Casual",https://www.puma.com/product/37,49:55.1,4.8,69,2025-04-28 17:36:31
38,4,Statement Smart Beach Wear,BEACH WEAR,Maroon,Bamboo,XL-XXL,5500,"Slim Fit, Rainy Weather, Stripes, Monochrome, Formal, Summer, Oversized, Skinny Friendly",https://www.puma.com/product/38,44:02.8,2.6,118,2024-10-05 17:36:31
39,12,Wide Leg Minimalist Cardigans,CARDIGANS,Tan,Polyester,XS-S,10500,"Cottagecore, Stripes, Streetwear, Medium Skin, Luxury, Hipster",https://www.mango.com/product/39,34:29.0,2.9,60,2024-08-16 17:36:31
40,16,Edgy Retro Oversize Tee,OVERSIZE TEE,Grey,Bamboo,XS-S,4000,"Hipster, Winter, Checked, Spring, Luxury, Polka Dot, Layering, Y2K",https://www.zara.com/product/40,39:55.2,3.2,423,2024-12-09 17:36:31
41,4,Classic Tailored T-Shirts,T-SHIRTS,Plaid,Tencel,L,4500,"Old Money, Curvy Friendly, Formal, Travel Friendly, Fair Skin, Casual",https://www.puma.com/product/41,03:34.5,4.7,77,2025-05-14 17:36:31
42,14,Luxury Classic Cardigans,CARDIGANS,Black,Corduroy,L,14500,"Fair Skin, Beach Wear, Office Wear, Preppy, Spring, Festival",https://www.puma.com/product/42,04:17.8,4.8,158,2025-04-13 17:36:31
43,15,Vintage Vintage Beach Wear,BEACH WEAR,Camouflage,Rayon,M,3000,"Party Wear, Skinny Friendly, Cold Weather, Hot Weather, Sporty",https://www.levi.com/product/43,46:25.8,3.7,244,2025-02-16 17:36:31
44,10,Statement Relaxed Polos,POLOS,Red,Wool,XL-XXL,4500,"Summer, Petite Friendly, Office Wear, Patterned, Neutral Skin, Cold Weather",https://www.uniqlo.com/product/44,17:36.4,3.2,375,2025-11-14 17:36:31
45,17,Relaxed Bold Chinos,CHINOS,Multi-color,Corduroy,M,4000,"Urban, Y2K, Travel Friendly, Hipster, Preppy, Dark Skin, Cold Weather, Business Casual",https://www2.hm.com/product/45,43:16.0,4.6,498,2025-08-28 17:36:31
46,2,Essential Layered Blazers,BLAZERS,Brown,Tencel,XS-S,12000,"Cottagecore, Edgy, Polka Dot, Travel Friendly, Beach Wear",https://www.nike.com/product/46,45:04.3,2.6,205,2024-08-15 17:36:31
47,18,Urban Luxury Kimono,KIMONO,Navy,Fleece,XL-XXL,12500,"Athleisure, Autumn, Beach Wear, Eco-friendly, Streetwear",https://www2.hm.com/product/47,47:54.1,4.5,190,2025-05-01 17:36:31
48,7,Camo Sporty Hoodies & Jackets,HOODIES & JACKETS,Maroon,Jacquard,M,13000,"Layering, Cottagecore, Stripes, Floral, Winter, Festival",https://www.puma.com/product/48,41:46.8,3.3,468,2025-08-30 17:36:31
49,14,Structured Oversized Hoodies & Jackets,HOODIES & JACKETS,Red,Denim,M,10500,"Floral, Comfy, Tall Friendly, Luxury, Casual, Oversized",https://www.levi.com/product/49,31:52.5,4.6,121,2025-06-18 17:36:31
50,14,Relaxed Bold Beach Wear,BEACH WEAR,Navy,Fleece,XS-S,5000,"Streetwear, Festival, Rainy Weather, Autumn, Tall Friendly",https://www.nike.com/product/50,15:29.6,4.8,258,2025-10-14 17:36:31
51,11,Oversized Relaxed Sweatshirts,SWEATSHIRTS,Multi-color,Jacquard,XS-S,4000,"Streetwear, Curvy Friendly, Fair Skin, Oversized, Medium Skin, Athleisure, Skinny Friendly, Floral",https://www.puma.com/product/51,46:36.9,4.0,14,2025-01-10 17:36:31
52,18,Vintage Preppy Utility Pants,UTILITY PANTS,Olive,Cotton,L,11500,"Hipster, Floral, Urban, Eco-friendly, Hot Weather, Beach Wear, Rainy Weather",https://www.puma.com/product/52,36:33.1,4.9,437,2025-12-04 17:36:31
53,14,Urban Bright Kimono,KIMONO,Red,Tencel,L,9000,"Office Wear, Hot Weather, Slim Fit, Medium Skin, Monochrome",https://www.levi.com/product/53,00:05.6,3.8,288,2025-07-26 17:36:31
54,14,Lightweight Sporty T-Shirts,T-SHIRTS,Red,Bamboo,M,5000,"Spring, Rainy Weather, Patterned, Travel Friendly, Medium Skin",https://www.uniqlo.com/product/54,12:36.7,3.7,470,2024-10-24 17:36:31
55,20,Casual Layered Coats,COATS,Mint,Rayon,L,13500,"Petite Friendly, Athleisure, Eco-friendly, Curvy Friendly, Y2K",https://www.adidas.com/product/55,19:17.0,3.8,322,2024-07-20 17:36:31
56,16,Edgy Preppy Blazers,BLAZERS,Camouflage,Leather,L,9500,"Curvy Friendly, Beach Wear, Monochrome, Polka Dot, Skinny Friendly, Autumn, Party Wear",https://www.nike.com/product/56,34:41.6,5.0,179,2025-09-06 17:36:31
57,15,Neutral Casual Cardigans,CARDIGANS,Charcoal,Silk,XL-XXL,12000,"Festival, Layering, Hipster, Sporty, Cottagecore, Medium Skin, Summer, Oversized",https://www.nike.com/product/57,59:07.5,2.9,478,2025-10-11 17:36:31
58,24,Smart Bright Blazers,BLAZERS,Nude,Velvet,L,9500,"Old Money, Streetwear, Floral, Curvy Friendly, Vintage",https://www.adidas.com/product/58,54:29.2,3.3,326,2024-07-25 17:36:31
59,24,Edgy Preppy Oversize Tee,OVERSIZE TEE,Multi-color,Wool,M,3500,"Medium Skin, Minimalist, Neutral Skin, Slim Fit, Y2K, Patterned, Oversized, Eco-friendly",https://www.uniqlo.com/product/59,49:08.9,3.7,323,2025-12-01 17:36:31
60,15,Smart Retro Hoodies & Jackets,HOODIES & JACKETS,Teal,Modal,XL-XXL,10500,"Stripes, Luxury, Formal, Cold Weather, Monochrome",https://www.zara.com/product/60,21:38.1,3.8,364,2025-01-03 17:36:31
61,7,Luxury Heritage Chinos,CHINOS,Peach,Velvet,XL-XXL,5500,"Medium Skin, Athleisure, Office Wear, Luxury, Hipster, Oversized, Formal, Business Casual",https://www.puma.com/product/61,11:13.1,5.0,418,2024-07-21 17:36:31
62,21,Urban Comfy Chinos,CHINOS,Nude,Cotton,L,7000,"Rainy Weather, Summer, Stripes, Tall Friendly, Dark Skin",https://www.levi.com/product/62,37:24.6,2.5,333,2025-02-21 17:36:31
63,11,Preppy Casual Coats,COATS,Chocolate,Corduroy,L,12000,"Preppy, Summer, Rainy Weather, Slim Fit, Polka Dot, Layering, Monochrome",https://www.nike.com/product/63,08:33.4,2.6,321,2024-08-15 17:36:31
64,24,Vintage Layered Chinos,CHINOS,Nude,Polyester,XS-S,6500,"Curvy Friendly, Patterned, Tall Friendly, Polka Dot, Spring, Streetwear",https://www.zara.com/product/64,33:00.9,3.1,232,2025-11-15 17:36:31
65,2,Soft Vintage Joggers & Pants,JOGGERS & PANTS,White,Rayon,XL-XXL,4500,"Sporty, Autumn, Layering, Patterned, Rainy Weather",https://www.mango.com/product/65,18:30.3,3.0,454,2025-01-31 17:36:31
66,19,Layered Preppy Shorts,SHORTS,Tie-dye,Corduroy,M,2500,"Y2K, Hot Weather, Vintage, Party Wear, Cold Weather, Oversized, Sporty",https://www.levi.com/product/66,14:12.5,4.4,295,2025-09-16 17:36:31
67,13,Bold Vintage Track Pants,TRACK PANTS,Tan,Cotton,XS-S,3000,"Luxury, Medium Skin, Patterned, Summer, Neutral Skin, Hot Weather, Slim Fit, Hipster",https://www.uniqlo.com/product/67,31:47.6,2.6,341,2024-08-17 17:36:31
68,3,Patterned Functional Kimono,KIMONO,Camouflage,Jacquard,XS-S,14000,"Formal, Preppy, Curvy Friendly, Festival, Old Money",https://www.adidas.com/product/68,34:54.6,4.2,385,2024-08-26 17:36:31
69,12,Minimalist Soft Joggers & Pants,JOGGERS & PANTS,Chocolate,Rayon,M,2500,"Spring, Old Money, Checked, Floral, Hot Weather, Cottagecore",https://www.mango.com/product/69,15:07.5,4.3,94,2024-10-02 17:36:31
70,9,Heritage Functional Blazers,BLAZERS,Coral,Wool,XL-XXL,11000,"Eco-friendly, Urban, Edgy, Dark Skin, Luxury, Athleisure, Stripes",https://www.zara.com/product/70,52:02.0,3.8,128,2025-09-29 17:36:31
71,16,Rustic Structured Cardigans,CARDIGANS,Red,Jacquard,M,14500,"Petite Friendly, Polka Dot, Hot Weather, Skinny Friendly, Travel Friendly, Dark Skin, Athleisure",https://www.adidas.com/product/71,05:47.5,3.0,163,2025-03-26 17:36:31
72,21,Slim Fit Bright Coats,COATS,Pastel Blue,Wool,L,10000,"Sporty, Beach Wear, Hot Weather, Urban, Dark Skin, Tall Friendly",https://www.uniqlo.com/product/72,20:47.2,4.4,233,2025-10-17 17:36:31
73,10,Functional Urban Cardigans,CARDIGANS,Grey,Linen,XL-XXL,8000,"Vintage, Sporty, Layering, Comfy, Skinny Friendly, Summer, Eco-friendly",https://www.uniqlo.com/product/73,37:16.9,3.5,229,2024-07-16 17:36:31
74,11,Edgy Structured Beach Wear,BEACH WEAR,Sky Blue,Denim,L,5500,"Petite Friendly, Formal, Old Money, Spring, Patterned, Edgy, Layering, Autumn",https://www.uniqlo.com/product/74,27:24.6,4.7,383,2024-12-08 17:36:31
75,23,Vintage Neutral Kimono,KIMONO,Brown,Jacquard,M,11500,"Hipster, Spring, Skinny Friendly, Beach Wear, Hot Weather, Tall Friendly, Business Casual",https://www.uniqlo.com/product/75,33:11.3,4.5,471,2025-01-13 17:36:31
76,15,Retro Classic Coats,COATS,Striped,Fleece,XS-S,12500,"Festival, Business Casual, Party Wear, Office Wear, Winter, Rainy Weather",https://www.nike.com/product/76,20:41.3,3.0,476,2025-02-17 17:36:31
77,17,Casual Structured Polos,POLOS,Green,Denim,L,2500,"Neutral Skin, Oversized, Curvy Friendly, Monochrome, Old Money, Urban, Preppy",https://www.nike.com/product/77,24:38.4,4.2,125,2024-07-27 17:36:31
78,23,Rustic Elegant Beach Wear,BEACH WEAR,Plaid,Fleece,L,4000,"Luxury, Dark Skin, Fair Skin, Casual, Travel Friendly, Business Casual",https://www.nike.com/product/78,03:26.0,3.3,57,2025-08-28 17:36:31
79,1,Soft Lightweight Beach Wear,BEACH WEAR,Peach,Polyester,XS-S,5000,"Party Wear, Layering, Minimalist, Streetwear, Urban, Hipster",https://www.puma.com/product/79,24:14.3,4.2,158,2025-10-30 17:36:31
80,14,Bold Tailored Shorts,SHORTS,Blue,Modal,L,4500,"Monochrome, Vintage, Autumn, Business Casual, Summer, Floral, Checked",https://www.nike.com/product/80,30:06.5,4.2,232,2025-06-07 17:36:31
81,19,Statement Smart Kimono,KIMONO,Pastel Green,Linen,M,11000,"Cottagecore, Vintage, Skinny Friendly, Dark Skin, Streetwear, Fair Skin, Stripes, Patterned",https://www.adidas.com/product/81,12:16.2,4.7,190,2025-08-19 17:36:31
82,17,Tailored Heritage Chinos,CHINOS,Navy,Bamboo,XS-S,6500,"Monochrome, Winter, Streetwear, Y2K, Floral, Travel Friendly, Tall Friendly, Minimalist",https://www.mango.com/product/82,00:24.4,4.0,377,2025-03-24 17:36:31
83,5,Classic Slim Fit Kimono,KIMONO,Striped,Modal,L,8000,"Business Casual, Oversized, Layering, Spring, Minimalist",https://www.adidas.com/product/83,10:34.1,2.9,413,2025-03-19 17:36:31
84,8,Layered Tailored Beach Wear,BEACH WEAR,Red,Linen,XL-XXL,6000,"Athleisure, Office Wear, Monochrome, Oversized, Hot Weather, Autumn, Y2K, Vintage",https://www.adidas.com/product/84,06:54.9,3.9,186,2024-08-26 17:36:31
85,9,Statement Vintage Denim Jackets,DENIM JACKETS,Green,Tencel,M,12500,"Beach Wear, Oversized, Sporty, Hipster, Polka Dot",https://www.mango.com/product/85,00:37.3,3.3,205,2024-10-03 17:36:31
86,22,Relaxed Neutral Track Pants,TRACK PANTS,Black,Denim,XL-XXL,2500,"Patterned, Medium Skin, Travel Friendly, Cold Weather, Autumn, Spring, Business Casual, Edgy",https://www.mango.com/product/86,22:06.8,2.6,23,2025-09-22 17:36:31
87,19,Trendy Smart Polos,POLOS,Tan,Tencel,M,2500,"Travel Friendly, Luxury, Cottagecore, Eco-friendly, Minimalist, Tall Friendly",https://www.mango.com/product/87,26:44.4,3.2,425,2025-08-25 17:36:31
88,20,Camo Sporty Kimono,KIMONO,Charcoal,Modal,XL-XXL,8000,"Stripes, Spring, Hipster, Checked, Party Wear, Polka Dot, Floral, Rainy Weather",https://www.uniqlo.com/product/88,31:10.9,3.5,174,2025-10-07 17:36:31
89,23,Sporty Neutral Hoodies & Jackets,HOODIES & JACKETS,Camouflage,Rayon,XL-XXL,15000,"Formal, Stripes, Curvy Friendly, Monochrome, Medium Skin, Urban",https://www.nike.com/product/89,32:58.8,2.5,206,2025-04-04 17:36:31
90,11,Wide Leg Smart Utility Pants,UTILITY PANTS,Red,Velvet,M,15000,"Neutral Skin, Checked, Curvy Friendly, Medium Skin, Layering",https://www2.hm.com/product/90,29:22.1,4.1,96,2024-12-04 17:36:31
91,1,Camo Retro Chinos,CHINOS,Mustard,Rayon,L,4000,"Tall Friendly, Slim Fit, Winter, Floral, Vintage, Minimalist",https://www.adidas.com/product/91,07:05.7,3.6,74,2024-12-09 17:36:31
92,6,Retro Lightweight Tanks,TANKS,Charcoal,Jacquard,M,3500,"Slim Fit, Festival, Hot Weather, Preppy, Checked",https://www.levi.com/product/92,47:27.5,3.0,62,2025-10-25 17:36:31
93,4,Textured Structured Beach Wear,BEACH WEAR,Polka Dot,Corduroy,XL-XXL,5500,"Cottagecore, Rainy Weather, Petite Friendly, Medium Skin, Autumn, Festival, Fair Skin, Winter",https://www.mango.com/product/93,13:14.7,2.8,287,2025-10-26 17:36:31
94,12,Smart Urban Tanks,TANKS,Grey,Modal,XS-S,3000,"Hot Weather, Winter, Streetwear, Vintage, Floral",https://www.mango.com/product/94,17:41.1,4.1,154,2025-10-24 17:36:31
95,8,Modern Tailored T-Shirts,T-SHIRTS,Nude,Leather,XL-XXL,2500,"Luxury, Oversized, Tall Friendly, Formal, Monochrome, Spring, Skinny Friendly",https://www.zara.com/product/95,18:13.3,3.4,346,2024-12-01 17:36:31
96,9,Bold Minimalist Blazers,BLAZERS,Orange,Velvet,L,10500,"Beach Wear, Formal, Edgy, Preppy, Stripes, Cottagecore",https://www.mango.com/product/96,26:58.6,3.0,400,2024-09-23 17:36:31
97,14,Minimalist Layered Joggers & Pants,JOGGERS & PANTS,Teal,Jacquard,M,3000,"Hipster, Stripes, Formal, Athleisure, Neutral Skin, Old Money",https://www.zara.com/product/97,24:18.3,3.1,353,2024-09-16 17:36:31
98,10,Textured Soft Oversize Tee,OVERSIZE TEE,Olive,Tencel,XL-XXL,4500,"Petite Friendly, Hot Weather, Spring, Skinny Friendly, Casual",https://www.levi.com/product/98,12:46.5,3.6,376,2025-10-18 17:36:31
99,20,Bright Trendy Blazers,BLAZERS,Brown,Fleece,M,14500,"Medium Skin, Old Money, Comfy, Beach Wear, Y2K, Skinny Friendly",https://www.uniqlo.com/product/99,56:01.8,3.3,368,2025-10-27 17:36:31
100,19,Functional Minimalist Kimono,KIMONO,Orange,Fleece,XS-S,12500,"Skinny Friendly, Summer, Tall Friendly, Cottagecore, Streetwear",https://www.nike.com/product/100,05:00.9,4.9,427,2025-04-10 17:36:31
101,7,Layered Soft Kimono,KIMONO,Plaid,Rayon,L,8000,"Petite Friendly, Tall Friendly, Spring, Layering, Winter, Sporty, Minimalist",https://www.nike.com/product/101,45:12.0,2.9,345,2025-12-09 17:36:31
102,22,Statement Elegant Cardigans,CARDIGANS,Navy,Modal,M,10000,"Medium Skin, Urban, Checked, Hot Weather, Luxury, Minimalist",https://www.zara.com/product/102,09:20.9,4.7,203,2024-08-13 17:36:31
103,22,Retro Oversized Sweatshirts,SWEATSHIRTS,Blue,Linen,XS-S,4500,"Formal, Floral, Checked, Summer, Eco-friendly, Preppy",https://www.levi.com/product/103,53:33.9,4.2,62,2025-04-15 17:36:31
104,21,Structured Wide Leg Oversize Tee,OVERSIZE TEE,Blue,Leather,XL-XXL,4000,"Rainy Weather, Party Wear, Patterned, Edgy, Urban, Comfy, Monochrome",https://www.puma.com/product/104,21:36.7,3.1,162,2025-11-11 17:36:31
105,15,Neutral Preppy Track Pants,TRACK PANTS,Plaid,Bamboo,M,3500,"Summer, Winter, Streetwear, Floral, Casual",https://www.adidas.com/product/105,18:10.4,3.4,148,2025-10-29 17:36:31
106,24,Preppy Functional Hoodies & Jackets,HOODIES & JACKETS,Pastel Pink,Silk,L,9000,"Curvy Friendly, Fair Skin, Comfy, Party Wear, Luxury, Slim Fit, Floral, Medium Skin",https://www.mango.com/product/106,13:55.1,4.6,178,2025-07-12 17:36:31
107,23,Patterned Minimalist Tanks,TANKS,Checked,Bamboo,L,4000,"Edgy, Urban, Checked, Preppy, Cold Weather, Eco-friendly, Floral, Winter",https://www.adidas.com/product/107,26:05.2,4.1,313,2025-05-25 17:36:31
108,19,Edgy Luxury Denim Jackets,DENIM JACKETS,Sky Blue,Fleece,M,11000,"Y2K, Formal, Urban, Stripes, Layering, Minimalist, Spring",https://www.zara.com/product/108,53:01.6,3.5,491,2024-11-01 17:36:31
109,7,Bold Chic Oversize Tee,OVERSIZE TEE,Sky Blue,Polyester,XL-XXL,3000,"Urban, Office Wear, Checked, Comfy, Oversized, Slim Fit, Monochrome, Dark Skin",https://www.puma.com/product/109,07:13.6,3.0,497,2025-04-22 17:36:31
110,18,Bold Preppy Chinos,CHINOS,Brown,Rayon,XS-S,6000,"Dark Skin, Medium Skin, Autumn, Eco-friendly, Petite Friendly",https://www.adidas.com/product/110,49:09.7,3.5,103,2025-02-03 17:36:31
111,2,Essential Edgy Coats,COATS,Striped,Rayon,L,9500,"Rainy Weather, Polka Dot, Comfy, Neutral Skin, Minimalist, Checked, Patterned, Hipster",https://www.levi.com/product/111,55:58.1,3.1,179,2025-10-15 17:36:31
112,1,Patterned Essential Tanks,TANKS,Tie-dye,Jacquard,XL-XXL,5000,"Business Casual, Fair Skin, Medium Skin, Monochrome, Casual",https://www.levi.com/product/112,53:41.3,3.8,436,2024-09-14 17:36:31
113,11,Comfy Wide Leg Beach Wear,BEACH WEAR,Red,Bamboo,XS-S,5000,"Skinny Friendly, Urban, Y2K, Patterned, Tall Friendly, Stripes, Medium Skin, Party Wear",https://www.levi.com/product/113,01:29.3,2.7,310,2025-06-12 17:36:31
114,16,Camo Slim Fit Denim Jackets,DENIM JACKETS,Blush,Modal,L,12500,"Sporty, Streetwear, Dark Skin, Preppy, Slim Fit",https://www.mango.com/product/114,48:20.9,3.4,112,2025-05-30 17:36:31
115,21,Camo Edgy Sweatshirts,SWEATSHIRTS,Orange,Tencel,XS-S,5000,"Luxury, Urban, Monochrome, Old Money, Checked, Oversized, Dark Skin, Rainy Weather",https://www.adidas.com/product/115,46:24.5,4.9,124,2024-08-10 17:36:31
