trend_id,trend_name,trend_category,trend_score,week,year,emerging_designers,trend_tags
60,Cotton,Color Trend,1.176188625,24.0,2024.0,"Designer_49, Designer_32","Leather, Vintage, Modal"
61,Velvet,Fabric Trend,4.830071076,13.0,2024.0,Designer_36,"Earth Tones, Velvet, Pastel"
62,Leather,Style Trend,4.161739025,13.0,2024.0,Designer_4,"Stripes, Leather, Bold Colors"
63,Vintage,Category Trend,3.089877343,14.0,2024.0,"Designer_34, Designer_21","Y2K, Pastel, Monochrome"
64,Bold Colors,Color Trend,2.829920915,14.0,2024.0,"Designer_49, Designer_30","Vintage, Oversized, Stripes"
65,Earth Tones,Category Trend,3.858545795,14.0,2024.0,"Designer_27, Designer_24","Monochrome, Y2K, Vintage"
66,Vintage,Style Trend,4.07502667,14.0,2024.0,"Designer_4, Designer_33, Designer_16","Leather, Bold Colors, Modal"
67,Cotton,Seasonal Trend,1.676221265,14.0,2024.0,Designer_42,"Modal, Leather, Minimalist"
68,Vintage,Style Trend,2.760430834,24.0,2024.0,"Designer_32, Designer_47, Designer_36","Bold Colors, Oversized, Stripes"
69,Modal,Seasonal Trend,4.535049421,15.0,2024.0,Designer_37,"Bold Colors, Leather, Bamboo"
70,Unknown,Color Trend,0.75580071,15.0,2024.0,"Designer_4, Designer_24, Designer_44","Stripes, Bold Colors, Vintage"
71,Bamboo,Category Trend,2.778089922,16.0,2024.0,Designer_19,"Velvet, Pastel, Leather"
72,Cotton,Fabric Trend,0.580924533,16.0,2024.0,"Designer_24, Designer_3, Designer_6","Monochrome, Velvet, Pastel"
73,Earth Tones,Style Trend,2.069027407,24.0,2024.0,Unknown,"Monochrome, Oversized, Vintage"
74,Unknown,Seasonal Trend,0.562938628,16.0,2024.0,Designer_22,"Cotton, Bold Colors, Y2K"
75,Oversized,Fabric Trend,3.145005463,16.0,2024.0,"Designer_47, Designer_27","Monochrome, Oversized, Vintage"
76,Oversized,Seasonal Trend,2.901229106,17.0,2024.0,"Designer_14, Designer_2","Bold Colors, Minimalist, Eco-Friendly"
77,Bamboo,Seasonal Trend,1.685645522,17.0,2024.0,"Designer_40, Designer_29, Designer_12","Monochrome, Velvet, Modal"
78,Eco-Friendly,Category Trend,2.830110703,17.0,2024.0,Designer_20,"Velvet, Eco-Friendly, Vintage"
79,Monochrome,Seasonal Trend,2.830110703,18.0,2024.0,Designer_16,"Y2K, Bold Colors, Stripes"
80,Earth Tones,Fabric Trend,2.747269926,18.0,2024.0,"Designer_11, Designer_26, Designer_1","Oversized, Monochrome, Vintage"
81,Bold Colors,Fabric Trend,0.644439382,18.0,2024.0,"Designer_17, Designer_22, Designer_22","Eco-Friendly, Minimalist, Pastel"
82,Bold Colors,Seasonal Trend,0.76035972,18.0,2024.0,Designer_40,"Minimalist, Oversized, Vintage"
83,Eco-Friendly,Style Trend,1.793492959,19.0,2024.0,Designer_31,Unknown
84,Earth Tones,Seasonal Trend,3.57830016,19.0,2024.0,"Designer_34, Designer_30, Designer_12","Eco-Friendly, Pastel, Cotton"
85,Cotton,Category Trend,1.918677362,19.0,2024.0,Designer_19,"Eco-Friendly, Pastel, Monochrome"
86,Velvet,Seasonal Trend,4.77155328,19.0,2024.0,"Designer_25, Designer_37","Modal, Bold Colors, Earth Tones"
87,Velvet,Fabric Trend,2.057085497,24.0,2024.0,"Designer_37, Designer_25","Bamboo, Monochrome, Leather"
88,Eco-Friendly,Seasonal Trend,2.830110703,20.0,2024.0,"Designer_38, Designer_6","Minimalist, Eco-Friendly, Earth Tones"
89,Eco-Friendly,Color Trend,1.926069664,20.0,2024.0,Designer_2,"Y2K, Monochrome, Modal"
90,Bamboo,Category Trend,2.757276685,20.0,2024.0,"Designer_10, Designer_37","Bold Colors, Vintage, Pastel"
91,Modal,Seasonal Trend,2.797771273,20.0,2024.0,"Designer_48, Designer_38","Velvet, Oversized, Minimalist"
92,Pastel,Fabric Trend,3.900157614,20.0,2024.0,"Designer_17, Designer_46","Bold Colors, Earth Tones, Leather"
93,Bamboo,Color Trend,2.863384159,20.0,2024.0,Designer_35,Unknown
94,Monochrome,Style Trend,1.136769589,20.0,2024.0,"Designer_33, Designer_19, Designer_3","Earth Tones, Pastel, Stripes"
96,Minimalist,Category Trend,3.443275544,21.0,2024.0,"Designer_12, Designer_22","Leather, Bamboo, Monochrome"
97,Y2K,Fabric Trend,4.378133957,21.0,2024.0,"Designer_18, Designer_1","Bamboo, Stripes, Eco-Friendly"
98,Y2K,Seasonal Trend,4.53450746,21.0,2024.0,Designer_31,"Eco-Friendly, Stripes, Earth Tones"
99,Minimalist,Fabric Trend,3.580298209,21.0,2024.0,"Designer_22, Designer_14","Oversized, Minimalist, Pastel"
100,Minimalist,Category Trend,2.392649365,21.0,2024.0,Designer_20,"Earth Tones, Modal, Eco-Friendly"
101,Monochrome,Fabric Trend,2.283177248,21.0,2024.0,"Designer_14, Designer_48, Designer_27","Eco-Friendly, Monochrome, Vintage"
102,Stripes,Category Trend,3.905279662,22.0,2024.0,"Designer_47, Designer_18","Minimalist, Pastel, Modal"
103,Eco-Friendly,Category Trend,3.470246335,22.0,2024.0,"Designer_15, Designer_45","Bamboo, Leather, Y2K"
104,Bamboo,Color Trend,4.680944873,22.0,2024.0,"Designer_3, Designer_28","Leather, Earth Tones, Oversized"
105,Bamboo,Fabric Trend,4.995871636,22.0,2024.0,"Designer_5, Designer_49","Velvet, Minimalist, Leather"
106,Stripes,Style Trend,2.212907278,22.0,2024.0,"Designer_40, Designer_48, Designer_18","Stripes, Bamboo, Cotton"
107,Velvet,Style Trend,4.092178343,23.0,2024.0,Designer_44,"Earth Tones, Y2K, Minimalist"
108,Unknown,Category Trend,4.843275458,23.0,2024.0,"Designer_26, Designer_20","Leather, Stripes, Velvet"
109,Bold Colors,Fabric Trend,1.123946564,23.0,2024.0,Designer_27,"Pastel, Leather, Bold Colors"
110,Leather,Seasonal Trend,3.876419904,23.0,2024.0,"Designer_17, Designer_3","Oversized, Bold Colors, Stripes"
111,Cotton,Seasonal Trend,1.308232473,23.0,2024.0,"Designer_42, Designer_13","Stripes, Monochrome, Minimalist"
112,Earth Tones,Color Trend,4.990919392,23.0,2024.0,"Designer_30, Designer_6, Designer_38","Oversized, Stripes, Leather"
113,Velvet,Seasonal Trend,1.456753733,23.0,2024.0,"Designer_45, Designer_31, Designer_1","Y2K, Earth Tones, Monochrome"
114,Leather,Seasonal Trend,4.483635015,24.0,2024.0,"Designer_30, Designer_43","Stripes, Velvet, Earth Tones"
115,Oversized,Seasonal Trend,0.652807679,24.0,2024.0,Designer_25,"Bamboo, Monochrome, Minimalist"
116,Pastel,Seasonal Trend,1.839635207,24.0,2024.0,"Designer_27, Designer_1","Eco-Friendly, Monochrome, Velvet"
117,Modal,Seasonal Trend,3.28608358,24.0,2024.0,Designer_7,"Modal, Vintage, Earth Tones"
118,Bamboo,Category Trend,3.002916325,24.0,2024.0,Designer_28,"Leather, Earth Tones, Velvet"
119,###typo,Color Trend,4.396931454,24.0,2024.0,"Designer_17, Designer_16","Stripes, Modal, Bold Colors"
120,Minimalist,Seasonal Trend,2.969756241,24.0,2024.0,Designer_16,"Pastel, Earth Tones, Leather"
121,Earth Tones,Style Trend,2.056973413,25.0,2024.0,"Designer_24, Designer_26, Designer_25","Monochrome, Pastel, Eco-Friendly"
122,Earth Tones,Style Trend,1.124666405,25.0,2024.0,Designer_44,"Stripes, Monochrome, Bold Colors"
123,Monochrome,Seasonal Trend,1.97860135,25.0,2024.0,"Designer_40, Designer_21, Designer_22","Minimalist, Leather, Stripes"
124,Bold Colors,Color Trend,4.019824221,25.0,2024.0,"Designer_4, Designer_35","Minimalist, Velvet, Pastel"
125,Modal,Color Trend,4.615619753,25.0,2024.0,"Designer_22, Designer_5, Designer_41","Leather, Stripes, Bold Colors"
126,Leather,Style Trend,3.698358682,25.0,2024.0,"Designer_24, Designer_16","Y2K, Pastel, Velvet"
127,Velvet,Seasonal Trend,2.909855798,26.0,2024.0,Designer_32,"Minimalist, Modal, Oversized"
128,Cotton,Category Trend,2.453085517,26.0,2024.0,"Designer_45, Designer_24","Monochrome, Pastel, Oversized"
129,Modal,Fabric Trend,0.711093118,26.0,2024.0,"Designer_34, Designer_46, Designer_43","Bamboo, Bold Colors, Velvet"
130,Eco-Friendly,Fabric Trend,4.408461152,26.0,2024.0,Designer_22,"Eco-Friendly, Cotton, Velvet"
131,Oversized,Color Trend,2.830110703,26.0,2024.0,Designer_25,"Bamboo, Y2K, Oversized"
132,Stripes,Fabric Trend,4.459802189,26.0,2024.0,"Designer_15, Designer_39","Eco-Friendly, Modal, Oversized"
133,Modal,Color Trend,2.342283942,27.0,2024.0,"Designer_20, Designer_48","Modal, Pastel, Velvet"
134,Eco-Friendly,Category Trend,1.237699593,27.0,2024.0,"Designer_42, Designer_35","Minimalist, Earth Tones, Modal"
135,Stripes,Category Trend,3.775562536,27.0,2024.0,Designer_27,"Leather, Minimalist, Vintage"
136,Oversized,Category Trend,4.32358176,27.0,2024.0,"Designer_35, Designer_26","Oversized, Bold Colors, Monochrome"
137,Bamboo,Color Trend,0.696978626,27.0,2024.0,Designer_21,"Vintage, Cotton, Y2K"
138,Modal,Seasonal Trend,1.817059424,27.0,2024.0,Designer_7,"Leather, Y2K, Eco-Friendly"
139,Pastel,Fabric Trend,1.136856354,27.0,2024.0,Designer_36,"Velvet, Vintage, Monochrome"
140,Eco-Friendly,Seasonal Trend,0.571575543,28.0,2024.0,"Designer_32, Designer_38","Earth Tones, Modal, Bamboo"
141,Oversized,Style Trend,3.940621681,28.0,2024.0,"Designer_48, Designer_34","Y2K, Cotton, Oversized"
143,Modal,Color Trend,4.534501941,28.0,2024.0,"Designer_38, Designer_35","Bamboo, Modal, Pastel"
144,Bamboo,Fabric Trend,3.533726153,28.0,2024.0,Designer_10,"Oversized, Earth Tones, Eco-Friendly"
145,Eco-Friendly,Seasonal Trend,0.522900646,28.0,2024.0,Designer_17,"Vintage, Bamboo, Earth Tones"
146,Cotton,Style Trend,1.743548033,29.0,2024.0,"Designer_12, Designer_30","Vintage, Eco-Friendly, Bold Colors"
147,Y2K,Color Trend,2.355125556,29.0,2024.0,"Designer_3, Designer_1","Stripes, Modal, Earth Tones"
148,Velvet,Category Trend,2.516746224,29.0,2024.0,"Designer_43, Designer_8, Designer_34","Oversized, Minimalist, Bamboo"
149,Bamboo,Category Trend,2.772732334,29.0,2024.0,"Designer_27, Designer_7, Designer_24","Stripes, Bold Colors, Monochrome"
150,Velvet,Color Trend,1.966075969,29.0,2024.0,Designer_21,"Earth Tones, Vintage, Stripes"
151,Earth Tones,Style Trend,3.502214251,29.0,2024.0,"Designer_10, Designer_36, Designer_31","Bamboo, Minimalist, Velvet"
152,Monochrome,Style Trend,4.690919656,29.0,2024.0,"Designer_43, Designer_5","Cotton, Velvet, Bold Colors"
153,Modal,Style Trend,3.855748079,30.0,2024.0,Designer_12,"Y2K, Bamboo, Bold Colors"
154,Oversized,Style Trend,3.017219783,30.0,2024.0,Designer_1,"Y2K, Bamboo, Stripes"
155,Oversized,Seasonal Trend,3.087612936,30.0,2024.0,"Designer_13, Designer_22","Vintage, Y2K, Oversized"
156,Y2K,Seasonal Trend,4.658751308,30.0,2024.0,Designer_20,"Velvet, Minimalist, Stripes"
157,Cotton,Fabric Trend,1.556333378,31.0,2024.0,Designer_24,"Pastel, Oversized, Y2K"
158,Minimalist,Color Trend,3.0269717,31.0,2024.0,"Designer_13, Designer_37, Designer_38","Cotton, Eco-Friendly, Vintage"
159,Oversized,Category Trend,2.847258595,31.0,2024.0,"Designer_11, Designer_46, Designer_8","Velvet, Pastel, Oversized"
160,Bamboo,Seasonal Trend,4.939250913,32.0,2024.0,Designer_30,"Cotton, Bamboo, Stripes"
161,Minimalist,Seasonal Trend,1.83381273,32.0,2024.0,"Designer_26, Designer_18, Designer_32","Eco-Friendly, Earth Tones, Cotton"
162,Oversized,Style Trend,3.003978083,32.0,2024.0,Designer_38,"Pastel, Velvet, Eco-Friendly"
163,Velvet,Style Trend,4.817725826,32.0,2024.0,Designer_30,"Leather, Bold Colors, Modal"
164,Monochrome,Color Trend,3.088678154,33.0,2024.0,Designer_22,"Minimalist, Velvet, Cotton"
165,Minimalist,Color Trend,0.750165715,33.0,2024.0,"Designer_47, Designer_21, Designer_26","Eco-Friendly, Pastel, Leather"
166,Bamboo,Color Trend,3.403595566,33.0,2024.0,"Designer_28, Designer_27, Designer_38",Unknown
167,Earth Tones,Fabric Trend,2.444931522,33.0,2024.0,"Designer_24, Designer_35, Designer_23","Y2K, Pastel, Minimalist"
168,Monochrome,Fabric Trend,4.158420921,33.0,2024.0,Designer_1,"Minimalist, Velvet, Y2K"
169,Bold Colors,Style Trend,2.830110703,33.0,2024.0,"Designer_49, Designer_46","Cotton, Leather, Vintage"
170,Earth Tones,Color Trend,3.073164492,33.0,2024.0,"Designer_37, Designer_3, Designer_24","Leather, Y2K, Bold Colors"
171,Cotton,Fabric Trend,2.559390075,34.0,2024.0,Designer_44,"Leather, Eco-Friendly, Modal"
172,Leather,Fabric Trend,2.178288751,34.0,2024.0,Designer_17,"Modal, Leather, Vintage"
173,Stripes,Seasonal Trend,3.417390515,34.0,2024.0,"Designer_7, Designer_47, Designer_2","Leather, Vintage, Velvet"
174,Bold Colors,Category Trend,1.913876391,34.0,2024.0,Designer_14,"Earth Tones, Minimalist, Velvet"
175,Eco-Friendly,Category Trend,2.617472859,34.0,2024.0,Designer_11,"Velvet, Vintage, Monochrome"
176,Pastel,Fabric Trend,1.149286707,34.0,2024.0,"Designer_40, Designer_29","Cotton, Velvet, Minimalist"
177,Bamboo,Style Trend,4.810425507,35.0,2024.0,"Designer_31, Designer_44, Designer_26","Pastel, Stripes, Velvet"
178,Vintage,Color Trend,3.259775168,35.0,2024.0,"Designer_20, Designer_36, Designer_5","Bamboo, Modal, Minimalist"
179,Leather,Fabric Trend,1.643060588,35.0,2024.0,Designer_31,"Leather, Bold Colors, Eco-Friendly"
180,Velvet,Style Trend,1.34580973,35.0,2024.0,"Designer_38, Designer_44, Designer_25","Monochrome, Eco-Friendly, Leather"
181,Minimalist,Seasonal Trend,2.955803388,35.0,2024.0,Designer_44,"Stripes, Minimalist, Cotton"
182,Earth Tones,Color Trend,0.778422222,24.0,2024.0,"Designer_2, Designer_18, Designer_39","Pastel, Bamboo, Stripes"
183,Leather,Category Trend,2.18390334,36.0,2024.0,Designer_38,"Cotton, Monochrome, Pastel"
184,Monochrome,Fabric Trend,2.675998694,36.0,2024.0,"Designer_42, Designer_45","Modal, Eco-Friendly, Monochrome"
185,Bamboo,Fabric Trend,2.830110703,36.0,2024.0,"Designer_9, Designer_16","Oversized, Earth Tones, Bold Colors"
186,Cotton,Style Trend,3.847379201,36.0,2024.0,Designer_41,"Eco-Friendly, Bold Colors, Pastel"
187,Velvet,Category Trend,4.43061323,36.0,2024.0,Designer_17,"Eco-Friendly, Vintage, Oversized"
188,Cotton,Color Trend,2.830110703,37.0,2024.0,Unknown,"Pastel, Velvet, Y2K"
189,Vintage,Color Trend,3.385423334,37.0,2024.0,Unknown,"Velvet, Vintage, Minimalist"
190,Vintage,Fabric Trend,4.721342861,37.0,2024.0,Designer_26,"Earth Tones, Bamboo, Minimalist"
191,Y2K,Category Trend,4.266259203,37.0,2024.0,Designer_44,"Eco-Friendly, Vintage, Leather"
192,Velvet,Style Trend,2.587503142,37.0,2024.0,Designer_28,"Vintage, Velvet, Bamboo"
193,Pastel,Category Trend,3.089891823,38.0,2024.0,"Designer_22, Designer_13","Minimalist, Velvet, Leather"
194,Monochrome,Seasonal Trend,4.858627296,38.0,2024.0,"Designer_9, Designer_22","Earth Tones, Minimalist, Bold Colors"
195,Oversized,Style Trend,2.515546366,38.0,2024.0,"Designer_9, Designer_30","Eco-Friendly, Bamboo, Y2K"
196,Bold Colors,Category Trend,3.629626407,38.0,2024.0,"Designer_44, Designer_3, Designer_44","Stripes, Cotton, Eco-Friendly"
197,Leather,Fabric Trend,3.853305046,38.0,2024.0,"Designer_18, Designer_40, Designer_36","Minimalist, Eco-Friendly, Y2K"
198,Earth Tones,Category Trend,0.667247508,38.0,2024.0,"Designer_12, Designer_10, Designer_14","Oversized, Monochrome, Bamboo"
199,Minimalist,Category Trend,2.907880744,39.0,2024.0,"Designer_30, Designer_33, Designer_10","Stripes, Minimalist, Leather"
200,Monochrome,Color Trend,4.230577103,39.0,2024.0,Designer_2,"Vintage, Eco-Friendly, Bamboo"
201,Monochrome,Category Trend,1.184982649,39.0,2024.0,Designer_3,"Cotton, Leather, Bold Colors"
202,Leather,Style Trend,4.590075428,40.0,2024.0,"Designer_7, Designer_18, Designer_8","Cotton, Pastel, Stripes"
203,Bold Colors,Fabric Trend,0.925305552,40.0,2024.0,"Designer_22, Designer_20, Designer_15","Stripes, Velvet, Oversized"
204,Modal,Category Trend,3.7821991,40.0,2024.0,Designer_19,"Eco-Friendly, Leather, Velvet"
205,Oversized,Seasonal Trend,4.652054976,40.0,2024.0,Designer_19,"Bamboo, Minimalist, Y2K"
206,Y2K,Seasonal Trend,4.951266803,40.0,2024.0,Designer_28,"Bamboo, Eco-Friendly, Bold Colors"
207,Eco-Friendly,Color Trend,2.091667811,40.0,2024.0,Designer_17,"Stripes, Bold Colors, Leather"
208,Oversized,Color Trend,2.181423155,41.0,2024.0,"Designer_25, Designer_47","Y2K, Oversized, Velvet"
209,Pastel,Category Trend,2.830110703,41.0,2024.0,Designer_24,"Minimalist, Earth Tones, Oversized"
210,Earth Tones,Fabric Trend,1.540251317,41.0,2024.0,"Designer_17, Designer_26, Designer_14","Velvet, Minimalist, Stripes"
211,Bamboo,Color Trend,2.01778796,41.0,2024.0,Designer_6,"Stripes, Leather, Bold Colors"
212,Eco-Friendly,Color Trend,0.724872778,42.0,2024.0,Designer_1,"Modal, Pastel, Earth Tones"
213,Bamboo,Seasonal Trend,4.030109817,42.0,2024.0,Designer_43,"Monochrome, Leather, Eco-Friendly"
214,Minimalist,Color Trend,3.996368631,42.0,2024.0,"Designer_48, Designer_38, Designer_15","Monochrome, Vintage, Y2K"
215,Cotton,Seasonal Trend,4.89018765,43.0,2024.0,Designer_3,"Oversized, Bamboo, Modal"
216,Oversized,Seasonal Trend,3.277099577,43.0,2024.0,"Designer_35, Designer_32","Velvet, Monochrome, Vintage"
217,Cotton,Fabric Trend,0.827041772,43.0,2024.0,"Designer_37, Designer_13","Cotton, Vintage, Leather"
218,Vintage,Color Trend,1.210175926,43.0,2024.0,"Designer_10, Designer_40, Designer_16","Pastel, Monochrome, Modal"
219,Monochrome,Style Trend,2.550538072,43.0,2024.0,"Designer_33, Designer_43","Earth Tones, Vintage, Stripes"
220,Leather,Fabric Trend,2.342239625,44.0,2024.0,Designer_34,"Velvet, Pastel, Monochrome"
221,Oversized,Style Trend,0.868495771,44.0,2024.0,Designer_38,"Y2K, Pastel, Leather"
222,Monochrome,Seasonal Trend,0.65835088,44.0,2024.0,"Designer_13, Designer_13","Minimalist, Bamboo, Modal"
223,Bold Colors,Category Trend,1.782930304,44.0,2024.0,"Designer_18, Designer_15","Modal, Minimalist, Eco-Friendly"
119,Minimalist,Color Trend,4.396931454,24.0,2024.0,"Designer_17, Designer_16","Stripes, Modal, Bold Colors"
142,Monochrome,Fabric Trend,1.366206661,28.0,2024.0,"Designer_49, Designer_43, Designer_24","Minimalist, Cotton, Vintage"
110,Leather,Seasonal Trend,3.876419904,24.0,2024.0,"Designer_17, Designer_3","Oversized, Bold Colors, Stripes"
