product_id,shop_id,name,category,color,fabric,size_range,price_LKR,style_tags,product_url,created_ts,popularity_score,stock_count
58,24,Smart Bright Blazers,BLAZERS,Nude,Velvet,L,9500.0,General,https://elitewear.com/product/58,2022-03-13 00:00:00,1.9,3
59,24,UNKNOWN_PRODUCT,OVERSIZE TEE,Multi-color,Wool,M,3500.0,"Medium Skin, Minimalist, Neutral Skin, Slim Fit, Y2K, Patterned, Oversized, Eco-friendly",https://elitewear.com/product/59,2022-03-13 00:00:00,2.4,45
60,15,Smart Retro Hoodies & Jackets,HOODIES & JACKETS,Teal,Modal,XL-XXL,10500.0,"Stripes, Luxury, Formal, Cold Weather, Monochrome",https://arena.com/product/60,2026-03-09 21:38:06,1.8,29
61,7,Luxury Heritage Chinos,CHINOS,Peach,Velvet,XL-XXL,5500.0,"Medium Skin, Athleisure, Office Wear, Luxury, Hipster, Oversized, Formal, Business Casual",https://dresssmart.com/product/61,2026-03-09 11:13:06,4.1,19
62,21,Urban Comfy Chinos,CHINOS,Nude,Cotton,L,7000.0,"Rainy Weather, Summer, Stripes, Tall Friendly, Dark Skin",https://elements.com/product/62,2022-03-13 00:00:00,3.5,36
63,11,Preppy Casual Coats,COATS,Chocolate,Corduroy,L,12000.0,"Preppy, Summer, Rainy Weather, Slim Fit, Polka Dot, Layering, Monochrome",https://coolguy.com/product/63,2026-03-09 08:33:24,3.6,19
64,24,UNKNOWN_PRODUCT,CHINOS,Nude,Polyester,XS-S,6500.0,"Curvy Friendly, Patterned, Tall Friendly, Polka Dot, Spring, Streetwear",https://elitewear.com/product/64,2022-03-13 00:00:00,2.4,14
65,2,Soft Vintage Joggers & Pants,JOGGERS & PANTS,White,Rayon,XL-XXL,4500.0,"Sporty, Autumn, Layering, Patterned, Rainy Weather",https://incarnage.com/product/65,2026-03-09 18:30:18,2.1,24
66,19,Layered Preppy Shorts,SHORTS,Tie-dye,Corduroy,M,2500.0,"Y2K, Hot Weather, Vintage, Party Wear, Cold Weather, Oversized, Sporty",https://skylineclothing.com/product/66,2026-03-09 14:12:30,4.3,12
67,13,Bold Vintage Track Pants,TRACK PANTS,Tan,Cotton,XS-S,3000.0,"Luxury, Medium Skin, Patterned, Summer, Neutral Skin, Hot Weather, Slim Fit, Hipster",https://reddot.com/product/67,2022-03-13 00:00:00,3.5,0
68,3,Patterned Functional Kimono,KIMONO,Camouflage,Jacquard,XS-S,14000.0,"Formal, Preppy, Curvy Friendly, Festival, Old Money",https://hameedia.com/product/68,2022-03-13 00:00:00,4.1,8
69,12,Minimalist Soft Joggers & Pants,Miscellaneous,Chocolate,Rayon,M,2500.0,"Spring, Old Money, Checked, Floral, Hot Weather, Cottagecore",https://urbancloset.com/product/69,2026-03-09 15:07:30,3.7,49
70,9,Heritage Functional Blazers,BLAZERS,Coral,Wool,XL-XXL,11000.0,"Eco-friendly, Urban, Edgy, Dark Skin, Luxury, Athleisure, Stripes",https://houseoffashion.com/product/70,2022-03-13 00:00:00,3.3,19
71,16,Rustic Structured Cardigans,CARDIGANS,Red,Jacquard,M,14500.0,"Petite Friendly, Polka Dot, Hot Weather, Skinny Friendly, Travel Friendly, Dark Skin, Athleisure",https://planetsports.com/product/71,2022-03-13 00:00:00,4.4,40
73,10,Functional Urban Cardigans,CARDIGANS,Grey,Linen,One Size,8000.0,"Vintage, Sporty, Layering, Comfy, Skinny Friendly, Summer, Eco-friendly",https://fashionbug.com/product/73,2022-03-13 00:00:00,2.1,35
74,11,Edgy Structured Beach Wear,BEACH WEAR,Sky Blue,Denim,L,5500.0,"Petite Friendly, Formal, Old Money, Spring, Patterned, Edgy, Layering, Autumn",https://coolguy.com/product/74,2022-03-13 00:00:00,2.4,30
75,23,Vintage Neutral Kimono,Miscellaneous,Brown,Jacquard,M,5000.0,"Hipster, Spring, Skinny Friendly, Beach Wear, Hot Weather, Tall Friendly, Business Casual",https://voguestreet.com/product/75,2022-03-13 00:00:00,3.6,46
76,15,Retro Classic Coats,COATS,Unknown,Fleece,XS-S,12500.0,"Festival, Business Casual, Party Wear, Office Wear, Winter, Rainy Weather",https://arena.com/product/76,2026-03-09 20:41:18,3.6,40
77,17,Casual Structured Polos,POLOS,Green,Denim,L,2500.0,"Neutral Skin, Oversized, Curvy Friendly, Monochrome, Old Money, Urban, Preppy",https://lifestyle.com/product/77,2022-03-13 00:00:00,2.3,34
78,23,Rustic Elegant Beach Wear,BEACH WEAR,Unknown,Fleece,L,4000.0,"Luxury, Dark Skin, Fair Skin, Casual, Travel Friendly, Business Casual",https://voguestreet.com/product/78,2026-03-09 03:26:00,4.9,49
79,1,Soft Lightweight Beach Wear,BEACH WEAR,Peach,Polyester,XS-S,5000.0,"Party Wear, Layering, Minimalist, Streetwear, Urban, Hipster",https://foa.com/product/79,2022-03-13 00:00:00,3.6,10
80,14,Bold Tailored Shorts,SHORTS,Blue,Modal,L,4500.0,"Monochrome, Vintage, Autumn, Business Casual, Summer, Floral, Checked",https://metrowear.com/product/80,2022-03-13 00:00:00,1.2,44
81,19,Statement Smart Kimono,KIMONO,Pastel Green,Linen,M,11000.0,"Cottagecore, Vintage, Skinny Friendly, Dark Skin, Streetwear, Fair Skin, Stripes, Patterned",https://skylineclothing.com/product/81,2026-03-09 12:16:12,2.8,36
82,17,Tailored Heritage Chinos,CHINOS,Navy,Bamboo,XS-S,5000.0,"Monochrome, Winter, Streetwear, Y2K, Floral, Travel Friendly, Tall Friendly, Minimalist",https://lifestyle.com/product/82,2026-03-09 00:24:24,2.7,3
84,8,Layered Tailored Beach Wear,BEACH WEAR,Red,Linen,XL-XXL,6000.0,"Athleisure, Office Wear, Monochrome, Oversized, Hot Weather, Autumn, Y2K, Vintage",https://casualcorner.com/product/84,2026-03-09 06:54:54,3.5,28
86,22,Relaxed Neutral Track Pants,TRACK PANTS,Black,Denim,XL-XXL,2500.0,"Patterned, Medium Skin, Travel Friendly, Cold Weather, Autumn, Spring, Business Casual, Edgy",https://crossover.com/product/86,2026-03-09 22:06:48,2.0,15
87,19,Trendy Smart Polos,POLOS,Tan,Tencel,M,2500.0,"Travel Friendly, Luxury, Cottagecore, Eco-friendly, Minimalist, Tall Friendly",https://skylineclothing.com/product/87,2022-03-13 00:00:00,3.4,23
88,20,Camo Sporty Kimono,KIMONO,Charcoal,Modal,XL-XXL,8000.0,"Stripes, Spring, Hipster, Checked, Party Wear, Polka Dot, Floral, Rainy Weather",https://trendz.com/product/88,2022-03-13 00:00:00,4.9,5
89,23,Sporty Neutral Hoodies & Jackets,HOODIES & JACKETS,Camouflage,Rayon,XL-XXL,15000.0,"Formal, Stripes, Curvy Friendly, Monochrome, Medium Skin, Urban",No URL,2022-03-13 00:00:00,5.0,44
90,11,Wide Leg Smart Utility Pants,UTILITY PANTS,Red,Velvet,M,15000.0,"Neutral Skin, Checked, Curvy Friendly, Medium Skin, Layering",https://coolguy.com/product/90,2022-03-13 00:00:00,2.6,46
91,1,Camo Retro Chinos,CHINOS,Mustard,Rayon,L,4000.0,"Tall Friendly, Slim Fit, Winter, Floral, Vintage, Minimalist",https://foa.com/product/91,2026-03-09 07:05:42,3.1,33
92,6,Retro Lightweight Tanks,TANKS,Charcoal,Jacquard,M,3500.0,"Slim Fit, Festival, Hot Weather, Preppy, Checked",https://arpico.com/product/92,2022-03-13 00:00:00,1.6,30
94,12,Smart Urban Tanks,TANKS,Grey,Modal,XS-S,3000.0,"Hot Weather, Winter, Streetwear, Vintage, Floral",https://urbancloset.com/product/94,2026-03-09 17:41:06,1.9,24
95,8,Modern Tailored T-Shirts,T-SHIRTS,Nude,Leather,XL-XXL,2500.0,"Luxury, Oversized, Tall Friendly, Formal, Monochrome, Spring, Skinny Friendly",https://casualcorner.com/product/95,2026-03-09 18:13:18,5.0,26
96,9,Bold Minimalist Blazers,BLAZERS,Orange,Velvet,L,10500.0,"Beach Wear, Formal, Edgy, Preppy, Stripes, Cottagecore",https://houseoffashion.com/product/96,2022-03-13 00:00:00,3.0,23
97,14,Minimalist Layered Joggers & Pants,JOGGERS & PANTS,Teal,Jacquard,M,3000.0,"Hipster, Stripes, Formal, Athleisure, Neutral Skin, Old Money",https://metrowear.com/product/97,2022-03-13 00:00:00,4.3,44
99,20,Bright Trendy Blazers,BLAZERS,Brown,Fleece,M,14500.0,"Medium Skin, Old Money, Comfy, Beach Wear, Y2K, Skinny Friendly",https://trendz.com/product/99,2022-03-13 00:00:00,4.3,20
100,19,Functional Minimalist Kimono,KIMONO,Orange,Fleece,XS-S,12500.0,"Skinny Friendly, Summer, Tall Friendly, Cottagecore, Streetwear",https://skylineclothing.com/product/100,2026-03-09 05:00:54,3.6,8
101,7,Layered Soft Kimono,KIMONO,Plaid,Rayon,L,8000.0,"Petite Friendly, Tall Friendly, Spring, Layering, Winter, Sporty, Minimalist",https://dresssmart.com/product/101,2022-03-13 00:00:00,1.2,35
102,22,Statement Elegant Cardigans,CARDIGANS,Navy,Modal,M,10000.0,"Medium Skin, Urban, Checked, Hot Weather, Luxury, Minimalist",https://crossover.com/product/102,2026-03-09 09:20:54,1.2,29
103,22,Retro Oversized Sweatshirts,SWEATSHIRTS,Blue,Linen,XS-S,5000.0,"Formal, Floral, Checked, Summer, Eco-friendly, Preppy",https://crossover.com/product/103,2022-03-13 00:00:00,2.9,9
104,21,Structured Wide Leg Oversize Tee,OVERSIZE TEE,Blue,Leather,XL-XXL,4000.0,"Rainy Weather, Party Wear, Patterned, Edgy, Urban, Comfy, Monochrome",https://elements.com/product/104,2026-03-09 21:36:42,3.8,50
105,15,Neutral Preppy Track Pants,TRACK PANTS,Plaid,Bamboo,M,3500.0,General,https://arena.com/product/105,2026-03-09 18:10:24,1.0,39
106,24,Preppy Functional Hoodies & Jackets,HOODIES & JACKETS,Pastel Pink,Silk,L,9000.0,"Curvy Friendly, Fair Skin, Comfy, Party Wear, Luxury, Slim Fit, Floral, Medium Skin",https://elitewear.com/product/106,2026-03-09 13:55:06,3.2,6
107,23,Patterned Minimalist Tanks,TANKS,Checked,Bamboo,One Size,4000.0,"Edgy, Urban, Checked, Preppy, Cold Weather, Eco-friendly, Floral, Winter",https://voguestreet.com/product/107,2022-03-13 00:00:00,2.9,11
108,19,Edgy Luxury Denim Jackets,DENIM JACKETS,Sky Blue,Fleece,M,11000.0,"Y2K, Formal, Urban, Stripes, Layering, Minimalist, Spring",https://skylineclothing.com/product/108,2022-03-13 00:00:00,1.5,4
109,7,Bold Chic Oversize Tee,OVERSIZE TEE,Sky Blue,Polyester,XL-XXL,3000.0,"Urban, Office Wear, Checked, Comfy, Oversized, Slim Fit, Monochrome, Dark Skin",https://dresssmart.com/product/109,2026-03-09 07:13:36,1.7,11
110,18,Bold Preppy Chinos,CHINOS,Brown,Rayon,XS-S,6000.0,"Dark Skin, Medium Skin, Autumn, Eco-friendly, Petite Friendly",https://breeze.com/product/110,2022-03-13 00:00:00,4.2,27
111,2,Essential Edgy Coats,COATS,Striped,Rayon,L,9500.0,"Rainy Weather, Polka Dot, Comfy, Neutral Skin, Minimalist, Checked, Patterned, Hipster",https://incarnage.com/product/111,2022-03-13 00:00:00,4.5,10
112,1,Patterned Essential Tanks,TANKS,Tie-dye,Jacquard,XL-XXL,5000.0,"Business Casual, Fair Skin, Medium Skin, Monochrome, Casual",https://foa.com/product/112,2022-03-13 00:00:00,1.3,48
113,11,Comfy Wide Leg Beach Wear,BEACH WEAR,Red,Bamboo,XS-S,5000.0,"Skinny Friendly, Urban, Y2K, Patterned, Tall Friendly, Stripes, Medium Skin, Party Wear",https://coolguy.com/product/113,2026-03-09 01:29:18,1.1,28
114,16,Camo Slim Fit Denim Jackets,DENIM JACKETS,Blush,Modal,L,12500.0,"Sporty, Streetwear, Dark Skin, Preppy, Slim Fit",https://planetsports.com/product/114,2022-03-13 00:00:00,3.9,27
115,21,Camo Edgy Sweatshirts,SWEATSHIRTS,Orange,Tencel,XS-S,5000.0,"Luxury, Urban, Monochrome, Old Money, Checked, Oversized, Dark Skin, Rainy Weather",https://elements.com/product/115,2022-03-13 00:00:00,4.1,14
116,1,Elegant Retro Tanks,TANKS,Multi-color,Velvet,XL-XXL,3500.0,"Edgy, Neutral Skin, Summer, Stripes, Business Casual, Cold Weather, Office Wear",No URL,2022-03-13 00:00:00,2.5,16
117,20,Minimalist Dynamic Cardigans,CARDIGANS,Pink,Polyester,XL-XXL,11500.0,"Hipster, Minimalist, Business Casual, Rainy Weather, Winter, Preppy",https://trendz.com/product/117,2026-03-09 18:10:36,1.4,48
118,7,Soft Statement Utility Pants,UTILITY PANTS,Teal,Modal,XS-S,12500.0,General,https://dresssmart.com/product/118,2026-03-09 12:23:42,1.1,18
119,5,Minimalist Essential Oversize Tee,OVERSIZE TEE,Pastel Blue,Corduroy,M,3500.0,"Fair Skin, Patterned, Festival, Spring, Sporty",https://odel.com/product/119,2026-03-09 02:32:48,1.1,44
120,11,Minimalist Casual Cardigans,CARDIGANS,Tan,Velvet,L,8000.0,"Office Wear, Luxury, Athleisure, Tall Friendly, Winter, Medium Skin, Floral",https://coolguy.com/product/120,2022-03-13 00:00:00,1.4,38
121,16,Retro Slim Fit Polos,POLOS,Yellow,Corduroy,L,3500.0,"Athleisure, Streetwear, Hot Weather, Neutral Skin, Oversized, Casual, Business Casual, Old Money",https://planetsports.com/product/121,2022-03-13 00:00:00,1.7,0
122,7,Sporty Smart Coats,COATS,Olive,Denim,M,11500.0,"Neutral Skin, Layering, Festival, Sporty, Urban, Curvy Friendly, Beach Wear",https://dresssmart.com/product/122,2022-03-13 00:00:00,2.7,13
123,1,Statement Statement Joggers & Pants,JOGGERS & PANTS,Green,Jacquard,XS-S,3000.0,"Office Wear, Summer, Stripes, Y2K, Sporty, Luxury, Dark Skin, Cold Weather",https://foa.com/product/123,2026-03-09 11:14:06,1.9,28
124,-1,Relaxed Essential Shorts,SHORTS,Camouflage,Jacquard,XS-S,4000.0,"Streetwear, Casual, Office Wear, Beach Wear, Summer, Athleisure, Autumn, Edgy",https://reddot.com/product/124,2026-03-09 23:35:12,1.6,17
125,18,Structured Wide Leg Coats,COATS,Maroon,Jacquard,L,9500.0,"Petite Friendly, Dark Skin, Winter, Stripes, Curvy Friendly, Eco-friendly",https://breeze.com/product/125,2022-03-13 00:00:00,0.0,40
126,8,Chic Lightweight Tanks,TANKS,Charcoal,Rayon,M,4000.0,"Fair Skin, Dark Skin, Edgy, Old Money, Curvy Friendly, Hipster",No URL,2022-03-13 00:00:00,2.9,20
