preference_id,user_id,preferred_categories,preferred_colors,preferred_fabrics,preferred_brands,preferred_styles,skin_tone,body_type,price_sensitivity,updated_ts,_ingestion_ts,_source_file,_ingestion_date,_cleaned_at,_dq_score
18.0,18.0,"hoodies & jackets, track pants, polos","white, mustard, pastel blue","wool, rayon",brand_13,"preppy, cottagecore, streetwear",medium skin,curvy friendly,high,2025-11-19 14:56:19.271446,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
19.0,19.0,"cardigans, track pants, kimono","maroon, white, navy","fleece, wool",brand_15,"hipster, office wear, beach wear",medium skin,tall friendly,medium,2025-11-19 14:56:19.271568,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
20.0,20.0,"t-shirts, coats, blazers","striped, grey, pink","silk, leather",brand_2,"athleisure, y2k, formal",neutral skin,skinny friendly,high,2025-11-19 14:56:19.271693,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
21.0,21.0,"track pants, polos, coats","beige, blue, striped","bamboo, cotton",brand_8,"cottagecore, casual, beach wear",dark skin,curvy friendly,medium,2025-11-19 14:56:19.271825,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
22.0,22.0,"utility pants, track pants, tanks","black, navy, crimson","corduroy, cotton",brand_1,"luxury, y2k, beach wear",neutral skin,curvy friendly,high,2025-11-19 14:56:19.271949,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
23.0,23.0,"chinos, denim jackets, blazers","pastel green, chocolate, white","wool, silk",brand_6,"casual, vintage, formal",fair skin,curvy friendly,medium,2025-11-19 14:56:19.272070,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
24.0,24.0,"shorts, hoodies & jackets, denim jackets","mint, chocolate, tie-dye","denim, polyester",brand_14,"minimalist, athleisure, preppy",neutral skin,petite friendly,medium,2025-11-19 14:56:19.272211,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
25.0,25.0,"blazers, tanks, hoodies & jackets","navy, plaid, mustard","linen, bamboo",brand_8,,dark skin,curvy friendly,low,2025-11-19 14:56:19.272333,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
26.0,26.0,"hoodies & jackets, polos, shorts","camouflage, plaid, tie-dye","wool, leather",brand_3,"vintage, casual, minimalist",neutral skin,curvy friendly,high,2025-11-19 14:56:19.272467,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
27.0,,"kimono, beach wear, denim jackets","checked, green, multi-color","linen, corduroy",brand_13,"vintage, streetwear, office wear",neutral skin,curvy friendly,medium,2025-11-19 14:56:19.272590,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
28.0,28.0,"oversize tee, shorts, hoodies & jackets","mint, red, camouflage","velvet, wool",brand_5,"vintage, preppy, formal",neutral skin,curvy friendly,low,2025-11-19 14:56:19.272711,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
29.0,29.0,"oversize tee, t-shirts, kimono","red, white, plaid","leather, wool",brand_9,"party wear, beach wear, preppy",medium skin,skinny friendly,high,2025-11-19 14:56:19.272835,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
30.0,30.0,"polos, coats, kimono","blush, striped, tie-dye","leather, cotton",brand_5,"party wear, hipster, beach wear",medium skin,petite friendly,low,2025-11-19 14:56:19.272954,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
31.0,31.0,"oversize tee, hoodies & jackets, joggers & pants","beige, striped, green","fleece, denim",brand_2,"streetwear, eco-friendly, minimalist",neutral skin,petite friendly,medium,2025-11-19 14:56:19.273077,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
32.0,32.0,"kimono, chinos, coats","chocolate, beige, pastel green","polyester, linen",brand_2,"luxury, eco-friendly, hipster",dark skin,petite friendly,low,2025-11-19 14:56:19.273252,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
33.0,33.0,"denim jackets, chinos, beach wear","peach, multi-color, checked","polyester, velvet",brand_7,"preppy, streetwear, office wear",fair skin,petite friendly,low,2025-11-19 14:56:19.273381,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
34.0,34.0,"track pants, t-shirts, tanks","multi-color, camouflage, tie-dye","fleece, corduroy",brand_13,"casual, y2k, streetwear",dark skin,petite friendly,high,2025-11-19 14:56:19.273513,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
35.0,35.0,"polos, tanks, track pants","crimson, blush, white","wool, linen",brand_19,"minimalist, beach wear, athleisure",dark skin,petite friendly,low,2025-11-19 14:56:19.273634,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
36.0,36.0,"t-shirts, utility pants, polos","blush, plaid, beige","cotton, bamboo",brand_15,"casual, cottagecore, vintage",medium skin,tall friendly,medium,2025-11-19 14:56:19.273760,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
37.0,37.0,"coats, track pants, kimono","nude, pastel green, chocolate","corduroy, silk",brand_17,"y2k, streetwear, preppy",neutral skin,curvy friendly,high,2025-11-19 14:56:19.273881,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
38.0,38.0,"tanks, utility pants, track pants","brown, red, blue","modal, linen",brand_18,"minimalist, cottagecore, luxury",dark skin,petite friendly,,2025-11-19 14:56:19.274000,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
39.0,39.0,"tanks, t-shirts, cardigans","olive, red, beige","polyester, leather",brand_9,"athleisure, streetwear, beach wear",dark skin,petite friendly,medium,2025-11-19 14:56:19.274146,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
40.0,40.0,"utility pants, polos, tanks","black, charcoal, teal","corduroy, fleece",brand_6,"vintage, hipster, luxury",medium skin,petite friendly,low,2025-11-19 14:56:19.274287,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
41.0,41.0,"sweatshirts, coats, chinos","pastel blue, red, nude","polyester, denim",brand_15,"y2k, casual, beach wear",neutral skin,skinny friendly,low,2025-11-19 14:56:19.274409,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
42.0,42.0,"beach wear, t-shirts, cardigans","pastel blue, sky blue, peach","cotton, modal",,"y2k, hipster, cottagecore",medium skin,petite friendly,medium,2025-11-19 14:56:19.274540,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
43.0,43.0,"joggers & pants, track pants, beach wear","yellow, grey, green","linen, velvet",brand_13,"luxury, minimalist, office wear",neutral skin,tall friendly,high,2025-11-19 14:56:19.274665,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
44.0,44.0,"t-shirts, kimono, sweatshirts","polka dot, orange, pastel blue","modal, leather",brand_5,"preppy, streetwear, minimalist",medium skin,tall friendly,high,2025-11-19 14:56:19.274790,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
45.0,45.0,"polos, blazers, joggers & pants","black, striped, red","leather, tencel",brand_4,"formal, streetwear, beach wear",dark skin,petite friendly,low,2025-11-19 14:56:19.274912,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
46.0,46.0,"beach wear, blazers, coats","plaid, white, pastel pink","modal, leather",brand_18,"casual, y2k, beach wear",fair skin,skinny friendly,medium,2025-11-19 14:56:19.275035,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
47.0,47.0,"chinos, oversize tee, sweatshirts","white, peach, multi-color","corduroy, bamboo",brand_13,"office wear, luxury, hipster",neutral skin,skinny friendly,medium,2025-11-19 14:56:19.275191,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
48.0,48.0,"shorts, denim jackets, polos",,"tencel, linen",brand_9,,dark skin,curvy friendly,,2025-11-19 14:56:19.275376,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
49.0,49.0,"beach wear, kimono, denim jackets","blush, pastel blue, tan","denim, velvet",brand_14,"casual, streetwear, preppy",medium skin,curvy friendly,high,2025-11-19 14:56:19.275681,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
50.0,50.0,"cardigans, oversize tee, coats","charcoal, olive, plaid","corduroy, tencel",brand_2,"hipster, formal, cottagecore",fair skin,skinny friendly,low,2025-11-19 14:56:19.275904,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
51.0,51.0,"coats, oversize tee, cardigans","pink, olive, nude","jacquard, velvet",brand_10,"minimalist, streetwear, luxury",medium skin,tall friendly,high,2025-11-19 14:56:19.276106,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
52.0,52.0,,"tie-dye, sky blue, olive","bamboo, corduroy",brand_17,"luxury, preppy, athleisure",medium skin,petite friendly,high,2025-11-19 14:56:19.276340,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
53.0,53.0,"tanks, t-shirts, shorts","blush, chocolate, beige","leather, rayon",brand_11,,,,low,2025-11-19 14:56:19.276546,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
54.0,54.0,"shorts, utility pants, beach wear","maroon, yellow, blush","leather, fleece",brand_13,"y2k, beach wear, athleisure",neutral skin,petite friendly,low,2025-11-19 14:56:19.276769,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
55.0,55.0,"sweatshirts, coats, shorts","green, navy, mustard","rayon, wool",brand_17,"eco-friendly, minimalist, athleisure",neutral skin,skinny friendly,medium,2025-11-19 14:56:19.276989,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
56.0,56.0,"cardigans, tanks, kimono",,"corduroy, fleece",brand_4,"streetwear, minimalist, cottagecore",dark skin,skinny friendly,medium,2025-11-19 14:56:19.277218,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
57.0,57.0,"coats, blazers, shorts","orange, maroon, crimson","velvet, modal",brand_14,"luxury, vintage, cottagecore",medium skin,curvy friendly,high,2025-11-19 14:56:19.277431,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
58.0,58.0,"track pants, oversize tee, utility pants","pastel pink, brown, striped","jacquard, bamboo",brand_19,"party wear, preppy, athleisure",dark skin,petite friendly,high,2025-11-19 14:56:19.277653,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
59.0,59.0,"denim jackets, t-shirts, blazers","nude, grey, pastel green","cotton, jacquard",brand_1,"eco-friendly, casual, beach wear",neutral skin,petite friendly,high,2025-11-19 14:56:19.277882,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
60.0,60.0,"denim jackets, polos, tanks","striped, blush, mustard","leather, modal",brand_17,"formal, streetwear, vintage",medium skin,petite friendly,medium,,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
61.0,61.0,"polos, shorts, chinos","pastel green, blue, grey","leather, fleece",,"minimalist, luxury, formal",fair skin,curvy friendly,low,2025-11-19 14:56:19.278338,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
62.0,62.0,"denim jackets, t-shirts, beach wear","white, pastel pink, checked","tencel, silk",brand_5,"party wear, casual, hipster",medium skin,tall friendly,low,2025-11-19 14:56:19.278544,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
63.0,63.0,"shorts, joggers & pants, chinos","mustard, blue, striped","wool, polyester",brand_15,"vintage, office wear, preppy",dark skin,skinny friendly,medium,2025-11-19 14:56:19.278756,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
64.0,64.0,"beach wear, utility pants, shorts","pastel pink, navy, camouflage","linen, cotton",brand_4,"vintage, athleisure, office wear",neutral skin,petite friendly,high,2025-11-19 14:56:19.278953,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
65.0,65.0,"hoodies & jackets, oversize tee, blazers","pastel pink, peach, grey","corduroy, rayon",brand_10,"minimalist, casual, luxury",medium skin,petite friendly,low,2025-11-19 14:56:19.279183,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
66.0,66.0,"utility pants, polos, kimono","coral, olive, off-white","rayon, linen",brand_13,"luxury, cottagecore, streetwear",neutral skin,tall friendly,medium,2025-11-19 14:56:19.279388,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
67.0,67.0,"polos, joggers & pants, denim jackets","checked, navy, multi-color","corduroy, tencel",brand_1,"luxury, vintage, streetwear",dark skin,petite friendly,high,2025-11-19 14:56:19.279588,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
68.0,68.0,"coats, kimono, beach wear","green, peach, coral","silk, tencel",brand_18,"beach wear, luxury, cottagecore",fair skin,tall friendly,medium,2025-11-19 14:56:19.279806,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
69.0,69.0,"blazers, beach wear, tanks","mustard, crimson, yellow","modal, jacquard",brand_12,"athleisure, hipster, office wear",dark skin,petite friendly,medium,2025-11-19 14:56:19.279977,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
70.0,70.0,"joggers & pants, t-shirts, sweatshirts","checked, yellow, coral","linen, polyester",brand_14,"casual, cottagecore, eco-friendly",medium skin,petite friendly,medium,,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
71.0,,"hoodies & jackets, oversize tee, joggers & pants","beige, tan, plaid","wool, modal",brand_13,"cottagecore, party wear, hipster",neutral skin,petite friendly,high,2025-11-19 14:56:19.280279,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
72.0,,"kimono, oversize tee, sweatshirts","off-white, brown, blush","bamboo, velvet",brand_5,"hipster, beach wear, formal",dark skin,curvy friendly,high,2025-11-19 14:56:19.280452,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
73.0,,"oversize tee, denim jackets, shorts","white, striped, mustard","bamboo, corduroy",brand_9,"office wear, preppy, athleisure",fair skin,petite friendly,medium,2025-11-19 14:56:19.280586,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
74.0,74.0,"track pants, sweatshirts, beach wear","navy, brown, tan","polyester, bamboo",brand_14,"athleisure, party wear, streetwear",,petite friendly,high,2025-11-19 14:56:19.280724,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
75.0,75.0,"chinos, shorts, blazers","nude, pastel pink, beige","jacquard, bamboo",brand_17,"vintage, eco-friendly, beach wear",medium skin,tall friendly,medium,2025-11-19 14:56:19.280852,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
76.0,76.0,"utility pants, shorts, polos","camouflage, charcoal, white","jacquard, fleece",brand_2,"casual, luxury, party wear",medium skin,tall friendly,high,2025-11-19 14:56:19.280978,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
77.0,77.0,"track pants, t-shirts, polos","pastel pink, chocolate, tie-dye","tencel, polyester",brand_11,"cottagecore, athleisure, party wear",dark skin,skinny friendly,high,2025-11-19 14:56:19.281097,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
78.0,78.0,"hoodies & jackets, blazers, shorts","striped, teal, olive","corduroy, jacquard",brand_13,"vintage, hipster, streetwear",dark skin,curvy friendly,high,2025-11-19 14:56:19.281267,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
79.0,79.0,"tanks, cardigans, blazers","green, yellow, white","silk, corduroy",brand_1,"beach wear, casual, eco-friendly",dark skin,petite friendly,medium,2025-11-19 14:56:19.281391,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
80.0,80.0,"oversize tee, t-shirts, tanks","pastel green, pastel blue, black","velvet, polyester",brand_16,"vintage, hipster, cottagecore",fair skin,skinny friendly,low,2025-11-19 14:56:19.281515,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
81.0,81.0,"sweatshirts, polos, joggers & pants","multi-color, navy, tie-dye","wool, polyester",brand_3,"athleisure, cottagecore, formal",medium skin,skinny friendly,medium,2025-11-19 14:56:19.281638,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
82.0,82.0,"cardigans, track pants, tanks","peach, off-white, striped","wool, jacquard",brand_7,"athleisure, casual, hipster",dark skin,,high,2025-11-19 14:56:19.281773,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
83.0,83.0,"shorts, track pants, tanks","nude, white, black","velvet, denim",brand_18,"preppy, y2k, eco-friendly",neutral skin,curvy friendly,medium,2025-11-19 14:56:19.281893,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
84.0,84.0,"shorts, blazers, sweatshirts","polka dot, tie-dye, teal","polyester, cotton",brand_10,"beach wear, preppy, casual",dark skin,skinny friendly,medium,2025-11-19 14:56:19.282013,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
85.0,85.0,"shorts, coats, t-shirts","tan, teal, charcoal","denim, bamboo",brand_3,"athleisure, streetwear, party wear",medium skin,tall friendly,medium,2025-11-19 14:56:19.282171,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
86.0,86.0,"blazers, shorts, denim jackets","beige, grey, maroon","denim, bamboo",brand_10,"beach wear, preppy, hipster",fair skin,curvy friendly,low,2025-11-19 14:56:19.282301,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
87.0,87.0,"joggers & pants, utility pants, shorts","brown, checked, green","fleece, silk",,"preppy, party wear, cottagecore",medium skin,skinny friendly,low,2025-11-19 14:56:19.282425,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
88.0,88.0,"oversize tee, coats, t-shirts","crimson, tan, charcoal","tencel, rayon",brand_9,"hipster, luxury, minimalist",neutral skin,skinny friendly,high,2025-11-19 14:56:19.282547,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
89.0,89.0,"t-shirts, blazers, shorts","orange, navy, charcoal","tencel, denim",brand_10,"streetwear, hipster, minimalist",neutral skin,petite friendly,medium,2025-11-19 14:56:19.282674,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
,90.0,"utility pants, polos, coats","brown, black, pastel blue","leather, wool",brand_2,"luxury, hipster, athleisure",fair skin,tall friendly,low,2025-11-19 14:56:19.282797,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
91.0,91.0,"t-shirts, polos, tanks","yellow, chocolate, brown","denim, linen",brand_11,"cottagecore, vintage, preppy",medium skin,tall friendly,high,2025-11-19 14:56:19.282916,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
,92.0,"kimono, chinos, joggers & pants","plaid, charcoal, olive","bamboo, polyester",brand_8,"casual, eco-friendly, minimalist",medium skin,tall friendly,low,2025-11-19 14:56:19.283037,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
93.0,93.0,"cardigans, hoodies & jackets, tanks","polka dot, pastel pink, red","corduroy, polyester",brand_11,"hipster, streetwear, party wear",,petite friendly,high,2025-11-19 14:56:19.283200,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
94.0,94.0,"shorts, kimono, sweatshirts","tie-dye, orange, maroon","fleece, cotton",brand_7,"athleisure, cottagecore, formal",medium skin,curvy friendly,high,2025-11-19 14:56:19.283332,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
95.0,95.0,"sweatshirts, chinos, beach wear","pink, peach, camouflage","linen, modal",,"casual, hipster, vintage",medium skin,skinny friendly,medium,2025-11-19 14:56:19.283456,2026-01-01 20:52:37.190883,user_preferences_dataset.csv,2026-01-01,2026-01-01T15:26:06.925720,97
