product_id,shop_id,name,category,color,fabric,size_range,price_lkr,style_tags,product_url,created_ts,popularity_score,stock_count,_ingestion_ts,_source_file,_ingestion_date,_cleaned_at,_dq_score,category_standardized,color_standardized,fabric_standardized,price_category,stock_status,semantic_tags,_enriched_at
11.0,,lightweight heritage joggers & pants,joggers & pants,orange,fleece,xs-s,2500.0,"office wear, petite friendly, hot weather, minimalist, party wear, polka dot, summer",https://fashionbug.com/product/11,05:03.6,4.1,18.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,JOGGERS & PANTS,Orange,Fleece,Mid-Range,In Stock,"joggers & pants, orange, fleece, mid-range, in stock",2026-03-10T02:08:42.722027
12.0,20.0,tailored soft coats,coats,chocolate,leather,xs-s,14500.0,"party wear, checked, dark skin, fair skin, monochrome",https://trendz.com/product/12,43:48.3,4.7,2.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,COATS,Chocolate,Leather,Premium,Low Stock,"coats, chocolate, leather, premium, low stock",2026-03-10T02:08:42.722027
13.0,4.0,layered textured denim jackets,denim jackets,blue,leather,xs-s,11000.0,"monochrome, polka dot, tall friendly, business casual, luxury, vintage",https://signature.com/product/13,19:36.4,2.4,11.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,DENIM JACKETS,Blue,Leather,Premium,In Stock,"denim jackets, blue, leather, premium, in stock",2026-03-10T02:08:42.722027
14.0,12.0,smart oversized joggers & pants,joggers & pants,white,wool,m,4500.0,"office wear, hipster, edgy, dark skin, comfy, beach wear, sporty, minimalist",https://urbancloset.com/product/14,03:42.6,1.7,36.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,JOGGERS & PANTS,White,Wool,Mid-Range,In Stock,"joggers & pants, white, wool, mid-range, in stock",2026-03-10T02:08:42.722027
15.0,19.0,statement edgy utility pants,utility pants,striped,modal,xl-xxl,12000.0,"eco-friendly, floral, polka dot, patterned, layering, oversized, cold weather",https://skylineclothing.com/product/15,45:57.9,1.3,6.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,UTILITY PANTS,Striped,Modal,Premium,In Stock,"utility pants, striped, modal, premium, in stock",2026-03-10T02:08:42.722027
16.0,1.0,layered casual track pants,track pants,chocolate,cotton,l,3000.0,"petite friendly, cottagecore, festival, skinny friendly, floral, comfy, formal",https://foa.com/product/16,46:39.7,1.4,9.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,TRACK PANTS,Chocolate,Cotton,Mid-Range,In Stock,"track pants, chocolate, cotton, mid-range, in stock",2026-03-10T02:08:42.722027
17.0,20.0,chic comfy joggers & pants,joggers & pants,chocolate,wool,xs-s,4000.0,"urban, formal, winter, rainy weather, neutral skin, office wear, patterned",https://trendz.com/product/17,33:53.2,,24.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,JOGGERS & PANTS,Chocolate,Wool,Mid-Range,In Stock,"joggers & pants, chocolate, wool, mid-range, in stock",2026-03-10T02:08:42.722027
18.0,14.0,soft edgy beach wear,beach wear,mint,linen,l,,"petite friendly, patterned, hipster, business casual, cold weather, monochrome",https://metrowear.com/product/18,09:12.2,2.7,45.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,BEACH WEAR,Mint,Linen,Premium,In Stock,"beach wear, mint, linen, premium, in stock",2026-03-10T02:08:42.722027
19.0,3.0,patterned chic cardigans,cardigans,black,bamboo,xl-xxl,10000.0,"autumn, patterned, checked, dark skin, skinny friendly, cottagecore, minimalist",https://hameedia.com/product/19,14:42.7,4.2,33.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,CARDIGANS,Black,Bamboo,Premium,In Stock,"cardigans, black, bamboo, premium, in stock",2026-03-10T02:08:42.722027
20.0,9.0,heritage minimalist blazers,blazers,orange,,m,9500.0,,https://houseoffashion.com/product/20,,3.2,13.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,BLAZERS,Orange,Unknown,Premium,In Stock,"blazers, orange, unknown, premium, in stock",2026-03-10T02:08:42.722027
21.0,19.0,luxury textured track pants,track pants,blush,modal,xl-xxl,2500.0,"rainy weather, edgy, tall friendly, floral, vintage",https://skylineclothing.com/product/21,12:40.6,2.6,50.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,TRACK PANTS,Blush,Modal,Mid-Range,In Stock,"track pants, blush, modal, mid-range, in stock",2026-03-10T02:08:42.722027
22.0,16.0,camo relaxed shorts,shorts,peach,silk,l,3000.0,"edgy, autumn, patterned, athleisure, streetwear, festival, spring, tall friendly",https://planetsports.com/product/22,00:46.0,1.6,24.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,SHORTS,Peach,Silk,Mid-Range,In Stock,"shorts, peach, silk, mid-range, in stock",2026-03-10T02:08:42.722027
23.0,18.0,elegant wide leg coats,coats,mint,polyester,xl-xxl,9000.0,"neutral skin, fair skin, petite friendly, layering, hipster",https://breeze.com/product/23,52:07.6,3.4,21.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,COATS,Mint,Polyester,Premium,In Stock,"coats, mint, polyester, premium, in stock",2026-03-10T02:08:42.722027
24.0,4.0,bright bold blazers,blazers,red,wool,xl-xxl,14000.0,"winter, monochrome, skinny friendly, rainy weather, dark skin, luxury",https://signature.com/product/24,33:35.4,3.1,23.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,BLAZERS,Red,Wool,Premium,In Stock,"blazers, red, wool, premium, in stock",2026-03-10T02:08:42.722027
25.0,2.0,bright oversized chinos,chinos,maroon,denim,l,5500.0,"office wear, vintage, skinny friendly, slim fit, layering, formal",https://incarnage.com/product/25,49:33.1,3.7,43.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,CHINOS,Maroon,Denim,Premium,In Stock,"chinos, maroon, denim, premium, in stock",2026-03-10T02:08:42.722027
26.0,14.0,,utility pants,grey,silk,xl-xxl,10000.0,"formal, layering, cottagecore, preppy, fair skin, summer, party wear",https://metrowear.com/product/26,31:12.1,2.1,40.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,UTILITY PANTS,Grey,Silk,Premium,In Stock,"utility pants, grey, silk, premium, in stock",2026-03-10T02:08:42.722027
27.0,10.0,functional functional oversize tee,oversize tee,chocolate,polyester,m,4000.0,"monochrome, petite friendly, cottagecore, comfy, floral, tall friendly",https://fashionbug.com/product/27,00:24.2,1.2,21.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,OVERSIZE TEE,Chocolate,Polyester,Mid-Range,In Stock,"oversize tee, chocolate, polyester, mid-range, in stock",2026-03-10T02:08:42.722027
28.0,2.0,wide leg comfy oversize tee,oversize tee,olive,tencel,l,4000.0,"neutral skin, curvy friendly, formal, autumn, office wear",https://incarnage.com/product/28,43:03.1,1.3,18.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,OVERSIZE TEE,Olive,Tencel,Mid-Range,In Stock,"oversize tee, olive, tencel, mid-range, in stock",2026-03-10T02:08:42.722027
29.0,4.0,layered casual track pants,track pants,pastel blue,jacquard,xl-xxl,5000.0,"stripes, y2k, medium skin, edgy, winter",https://signature.com/product/29,32:39.6,1.6,28.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,TRACK PANTS,Pastel Blue,Jacquard,Premium,In Stock,"track pants, pastel blue, jacquard, premium, in stock",2026-03-10T02:08:42.722027
30.0,11.0,functional minimalist chinos,chinos,pastel blue,polyester,m,4500.0,"neutral skin, tall friendly, polka dot, y2k, rainy weather, hipster, dark skin, luxury",https://coolguy.com/product/30,47:34.0,4.7,0.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,CHINOS,Pastel Blue,Polyester,Mid-Range,Out of Stock,"chinos, pastel blue, polyester, mid-range, out of stock",2026-03-10T02:08:42.722027
31.0,2.0,luxury heritage t-shirts,t-shirts,polka dot,wool,xl-xxl,5000.0,"petite friendly, preppy, comfy, athleisure, winter, y2k",https://incarnage.com/product/31,18:39.6,1.9,41.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,T-SHIRTS,Polka Dot,Wool,Premium,In Stock,"t-shirts, polka dot, wool, premium, in stock",2026-03-10T02:08:42.722027
32.0,10.0,structured comfy chinos,chinos,pink,velvet,l,4000.0,"dark skin, rainy weather, business casual, medium skin, hipster, edgy",https://fashionbug.com/product/32,28:33.8,2.9,33.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,CHINOS,Pink,Velvet,Mid-Range,In Stock,"chinos, pink, velvet, mid-range, in stock",2026-03-10T02:08:42.722027
33.0,22.0,vintage vintage denim jackets,denim jackets,pastel blue,fleece,m,9000.0,"comfy, patterned, stripes, rainy weather, medium skin, summer",https://crossover.com/product/33,28:58.6,1.9,10.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,DENIM JACKETS,Pastel Blue,Fleece,Premium,In Stock,"denim jackets, pastel blue, fleece, premium, in stock",2026-03-10T02:08:42.722027
34.0,18.0,textured structured shorts,shorts,grey,rayon,xs-s,4000.0,"edgy, streetwear, urban, beach wear, fair skin, eco-friendly, summer",https://breeze.com/product/34,14:24.8,2.7,39.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,SHORTS,Grey,Rayon,Mid-Range,In Stock,"shorts, grey, rayon, mid-range, in stock",2026-03-10T02:08:42.722027
35.0,17.0,chic camo t-shirts,t-shirts,sky blue,jacquard,m,3000.0,"slim fit, cottagecore, beach wear, fair skin, formal, streetwear, summer, skinny friendly",https://lifestyle.com/product/35,12:39.6,1.2,2.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,T-SHIRTS,Sky Blue,Jacquard,Mid-Range,Low Stock,"t-shirts, sky blue, jacquard, mid-range, low stock",2026-03-10T02:08:42.722027
36.0,4.0,essential urban shorts,shorts,navy,cotton,m,3000.0,"urban, stripes, petite friendly, edgy, sporty, business casual, polka dot",https://signature.com/product/36,47:18.5,2.4,22.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,SHORTS,Navy,Cotton,Mid-Range,In Stock,"shorts, navy, cotton, mid-range, in stock",2026-03-10T02:08:42.722027
37.0,18.0,neutral relaxed joggers & pants,joggers & pants,navy,cotton,l,5000.0,"office wear, checked, eco-friendly, sporty, party wear, medium skin, business casual",https://breeze.com/product/37,49:55.1,4.5,22.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,JOGGERS & PANTS,Navy,Cotton,Premium,In Stock,"joggers & pants, navy, cotton, premium, in stock",2026-03-10T02:08:42.722027
38.0,4.0,statement smart beach wear,beach wear,maroon,bamboo,xl-xxl,5500.0,"slim fit, rainy weather, stripes, monochrome, formal, summer, oversized, skinny friendly",https://signature.com/product/38,44:02.8,4.0,43.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,BEACH WEAR,Maroon,Bamboo,Premium,In Stock,"beach wear, maroon, bamboo, premium, in stock",2026-03-10T02:08:42.722027
39.0,12.0,wide leg minimalist cardigans,cardigans,tan,,xs-s,10500.0,"cottagecore, stripes, streetwear, medium skin, luxury, hipster",https://urbancloset.com/product/39,34:29.0,2.6,16.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,CARDIGANS,Tan,Unknown,Premium,In Stock,"cardigans, tan, unknown, premium, in stock",2026-03-10T02:08:42.722027
40.0,16.0,edgy retro oversize tee,oversize tee,grey,,xs-s,4000.0,"hipster, winter, checked, spring, luxury, polka dot, layering, y2k",https://planetsports.com/product/40,39:55.2,4.4,5.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,OVERSIZE TEE,Grey,Unknown,Mid-Range,In Stock,"oversize tee, grey, unknown, mid-range, in stock",2026-03-10T02:08:42.722027
41.0,4.0,classic tailored t-shirts,t-shirts,plaid,tencel,,4500.0,"old money, curvy friendly, formal, travel friendly, fair skin, casual",https://signature.com/product/41,03:34.5,4.0,13.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,T-SHIRTS,Plaid,Tencel,Mid-Range,In Stock,"t-shirts, plaid, tencel, mid-range, in stock",2026-03-10T02:08:42.722027
42.0,14.0,luxury classic cardigans,cardigans,black,corduroy,l,,"fair skin, beach wear, office wear, preppy, spring, festival",https://metrowear.com/product/42,04:17.8,1.1,22.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,CARDIGANS,Black,Corduroy,Premium,In Stock,"cardigans, black, corduroy, premium, in stock",2026-03-10T02:08:42.722027
43.0,,vintage vintage beach wear,beach wear,camouflage,rayon,m,3000.0,"party wear, skinny friendly, cold weather, hot weather, sporty",https://arena.com/product/43,46:25.8,2.1,25.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,BEACH WEAR,Camouflage,Rayon,Mid-Range,In Stock,"beach wear, camouflage, rayon, mid-range, in stock",2026-03-10T02:08:42.722027
44.0,10.0,statement relaxed polos,polos,red,wool,xl-xxl,4500.0,"summer, petite friendly, office wear, patterned, neutral skin, cold weather",https://fashionbug.com/product/44,17:36.4,2.8,7.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,POLOS,Red,Wool,Mid-Range,In Stock,"polos, red, wool, mid-range, in stock",2026-03-10T02:08:42.722027
45.0,17.0,relaxed bold chinos,chinos,multi-color,corduroy,m,4000.0,"urban, y2k, travel friendly, hipster, preppy, dark skin, cold weather, business casual",https://lifestyle.com/product/45,43:16.0,2.0,44.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,CHINOS,Multi-Color,Corduroy,Mid-Range,In Stock,"chinos, multi-color, corduroy, mid-range, in stock",2026-03-10T02:08:42.722027
46.0,2.0,,blazers,brown,tencel,xs-s,12000.0,"cottagecore, edgy, polka dot, travel friendly, beach wear",,45:04.3,2.3,31.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,BLAZERS,Brown,Tencel,Premium,In Stock,"blazers, brown, tencel, premium, in stock",2026-03-10T02:08:42.722027
47.0,18.0,urban luxury kimono,kimono,navy,fleece,xl-xxl,12500.0,"athleisure, autumn, beach wear, eco-friendly, streetwear",https://breeze.com/product/47,47:54.1,4.5,,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,KIMONO,Navy,Fleece,Premium,In Stock,"kimono, navy, fleece, premium, in stock",2026-03-10T02:08:42.722027
48.0,7.0,camo sporty hoodies & jackets,hoodies & jackets,maroon,jacquard,,13000.0,"layering, cottagecore, stripes, floral, winter, festival",https://dresssmart.com/product/48,41:46.8,1.3,5.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Maroon,Jacquard,Premium,In Stock,"hoodies & jackets, maroon, jacquard, premium, in stock",2026-03-10T02:08:42.722027
49.0,14.0,structured oversized hoodies & jackets,hoodies & jackets,red,denim,m,10500.0,"floral, comfy, tall friendly, luxury, casual, oversized",https://metrowear.com/product/49,31:52.5,1.6,13.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Red,Denim,Premium,In Stock,"hoodies & jackets, red, denim, premium, in stock",2026-03-10T02:08:42.722027
50.0,14.0,relaxed bold beach wear,beach wear,navy,fleece,xs-s,5000.0,"streetwear, festival, rainy weather, autumn, tall friendly",,15:29.6,2.2,12.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,BEACH WEAR,Navy,Fleece,Premium,In Stock,"beach wear, navy, fleece, premium, in stock",2026-03-10T02:08:42.722027
51.0,11.0,oversized relaxed sweatshirts,sweatshirts,multi-color,jacquard,xs-s,4000.0,"streetwear, curvy friendly, fair skin, oversized, medium skin, athleisure, skinny friendly, floral",https://coolguy.com/product/51,,4.1,4.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,SWEATSHIRTS,Multi-Color,Jacquard,Mid-Range,Low Stock,"sweatshirts, multi-color, jacquard, mid-range, low stock",2026-03-10T02:08:42.722027
52.0,18.0,vintage preppy utility pants,,olive,cotton,l,11500.0,"hipster, floral, urban, eco-friendly, hot weather, beach wear, rainy weather",,36:33.1,2.3,6.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,NAN,Olive,Cotton,Premium,In Stock,"nan, olive, cotton, premium, in stock",2026-03-10T02:08:42.722027
53.0,14.0,urban bright kimono,kimono,red,tencel,l,9000.0,"office wear, hot weather, slim fit, medium skin, monochrome",https://metrowear.com/product/53,00:05.6,3.1,22.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,KIMONO,Red,Tencel,Premium,In Stock,"kimono, red, tencel, premium, in stock",2026-03-10T02:08:42.722027
54.0,14.0,lightweight sporty t-shirts,t-shirts,red,bamboo,m,5000.0,"spring, rainy weather, patterned, travel friendly, medium skin",https://metrowear.com/product/54,12:36.7,2.0,44.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,T-SHIRTS,Red,Bamboo,Premium,In Stock,"t-shirts, red, bamboo, premium, in stock",2026-03-10T02:08:42.722027
55.0,20.0,casual layered coats,coats,mint,rayon,l,13500.0,"petite friendly, athleisure, eco-friendly, curvy friendly, y2k",https://trendz.com/product/55,19:17.0,4.4,29.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,COATS,Mint,Rayon,Premium,In Stock,"coats, mint, rayon, premium, in stock",2026-03-10T02:08:42.722027
56.0,16.0,edgy preppy blazers,blazers,camouflage,leather,l,9500.0,"curvy friendly, beach wear, monochrome, polka dot, skinny friendly, autumn, party wear",https://planetsports.com/product/56,34:41.6,4.5,35.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,BLAZERS,Camouflage,Leather,Premium,In Stock,"blazers, camouflage, leather, premium, in stock",2026-03-10T02:08:42.722027
57.0,15.0,neutral casual cardigans,cardigans,charcoal,silk,xl-xxl,12000.0,"festival, layering, hipster, sporty, cottagecore, medium skin, summer, oversized",https://arena.com/product/57,59:07.5,3.8,16.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,CARDIGANS,Charcoal,Silk,Premium,In Stock,"cardigans, charcoal, silk, premium, in stock",2026-03-10T02:08:42.722027
58.0,24.0,smart bright blazers,blazers,nude,velvet,l,9500.0,,https://elitewear.com/product/58,54:29.2,1.9,3.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,BLAZERS,Nude,Velvet,Premium,Low Stock,"blazers, nude, velvet, premium, low stock",2026-03-10T02:08:42.722027
59.0,24.0,,oversize tee,multi-color,wool,m,3500.0,"medium skin, minimalist, neutral skin, slim fit, y2k, patterned, oversized, eco-friendly",https://elitewear.com/product/59,49:08.9,2.4,45.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,OVERSIZE TEE,Multi-Color,Wool,Mid-Range,In Stock,"oversize tee, multi-color, wool, mid-range, in stock",2026-03-10T02:08:42.722027
60.0,15.0,smart retro hoodies & jackets,hoodies & jackets,teal,modal,xl-xxl,10500.0,"stripes, luxury, formal, cold weather, monochrome",https://arena.com/product/60,21:38.1,1.8,29.0,2026-01-01 20:52:37.060285,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-01-01,2026-01-01T15:26:06.693705,97,HOODIES & JACKETS,Teal,Modal,Premium,In Stock,"hoodies & jackets, teal, modal, premium, in stock",2026-03-10T02:08:42.722027
