product_id,shop_id,name,category,color,fabric,size_range,price_LKR,style_tags,product_url,created_ts,popularity_score,stock_count,_ingestion_ts,_source_file,_ingestion_date,_cleaned_at,_dq_score
253.0,17.0,essential comfy kimono,kimono,mustard,polyester,xs-s,12500.0,"autumn, winter, oversized, office wear, neutral skin, y2k, party wear, cottagecore",https://lifestyle.com/product/253,15:32.8,1.1,46.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
254.0,20.0,structured oversized cardigans,cardigans,orange,modal,xl-xxl,9500.0,"edgy, neutral skin, urban, winter, y2k, fair skin",https://trendz.com/product/254,28:30.1,3.0,35.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
255.0,2.0,classic wide leg t-shirts,t-shirts,blue,rayon,xs-s,2500.0,"floral, medium skin, tall friendly, casual, festival, vintage, y2k",https://incarnage.com/product/255,37:58.7,3.4,47.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
256.0,19.0,retro edgy beach wear,beach wear,crimson,corduroy,xs-s,5500.0,,https://skylineclothing.com/product/256,06:44.2,3.5,3.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
257.0,7.0,preppy retro chinos,chinos,tie-dye,modal,l,4000.0,"patterned, tall friendly, casual, petite friendly, slim fit, curvy friendly, office wear, winter",https://dresssmart.com/product/257,53:56.8,2.5,29.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
258.0,22.0,bold statement kimono,kimono,blue,silk,,13500.0,"neutral skin, cold weather, minimalist, party wear, dark skin",https://crossover.com/product/258,29:49.1,4.3,5.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
259.0,17.0,rustic refined cardigans,cardigans,pastel green,cotton,m,13000.0,"beach wear, stripes, cold weather, business casual, formal, hot weather, patterned",https://lifestyle.com/product/259,17:11.3,4.4,45.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
260.0,13.0,classic neutral utility pants,utility pants,beige,bamboo,xl-xxl,12500.0,"formal, office wear, patterned, business casual, curvy friendly, winter",https://reddot.com/product/260,59:33.9,1.5,14.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
261.0,11.0,relaxed wide leg t-shirts,t-shirts,teal,tencel,l,3000.0,"rainy weather, office wear, preppy, vintage, festival, sporty, autumn",https://coolguy.com/product/261,35:20.7,4.9,15.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
262.0,22.0,retro edgy hoodies & jackets,hoodies & jackets,tan,bamboo,l,13000.0,"minimalist, medium skin, checked, summer, monochrome",https://crossover.com/product/262,48:43.6,1.5,33.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
263.0,24.0,essential bold joggers & pants,joggers & pants,beige,fleece,xl-xxl,3000.0,"autumn, floral, eco-friendly, rainy weather, business casual, patterned, polka dot, summer",https://elitewear.com/product/263,35:23.8,3.5,,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
264.0,11.0,trendy statement joggers & pants,joggers & pants,striped,polyester,m,5000.0,"stripes, autumn, polka dot, patterned, cold weather, eco-friendly, y2k, beach wear",https://coolguy.com/product/264,35:54.1,4.9,9.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
265.0,20.0,rustic essential kimono,kimono,peach,polyester,xs-s,12000.0,"checked, travel friendly, polka dot, tall friendly, formal",https://trendz.com/product/265,02:37.5,1.8,5.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
266.0,19.0,tailored heritage utility pants,utility pants,mint,tencel,m,11500.0,"patterned, casual, sporty, skinny friendly, polka dot, curvy friendly, stripes, spring",https://skylineclothing.com/product/266,03:29.1,2.7,12.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
267.0,5.0,textured luxury joggers & pants,joggers & pants,coral,polyester,m,2500.0,"layering, slim fit, curvy friendly, office wear, cottagecore",https://odel.com/product/267,07:20.8,,35.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
268.0,1.0,luxury rustic hoodies & jackets,hoodies & jackets,pastel pink,denim,xs-s,13500.0,"party wear, urban, old money, casual, petite friendly",https://foa.com/product/268,25:07.0,1.4,12.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
269.0,7.0,edgy layered beach wear,beach wear,black,wool,,5000.0,"neutral skin, dark skin, floral, hot weather, summer, vintage, y2k",https://dresssmart.com/product/269,39:13.1,1.8,39.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
270.0,21.0,tailored neutral kimono,kimono,white,velvet,m,8000.0,"cottagecore, skinny friendly, formal, oversized, fair skin, luxury, monochrome, hipster",https://elements.com/product/270,03:12.6,3.7,23.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
271.0,15.0,structured vintage utility pants,utility pants,coral,wool,xs-s,8000.0,"rainy weather, sporty, travel friendly, cold weather, casual, party wear, tall friendly",https://arena.com/product/271,04:11.3,1.7,2.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
272.0,13.0,casual refined hoodies & jackets,hoodies & jackets,multi-color,velvet,m,8000.0,"stripes, medium skin, formal, slim fit, hipster, layering, casual",https://reddot.com/product/272,07:56.5,4.7,35.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
273.0,6.0,heritage rustic utility pants,utility pants,pastel green,cotton,m,12000.0,"oversized, checked, streetwear, tall friendly, party wear",https://arpico.com/product/273,35:29.1,,17.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
274.0,12.0,oversized patterned beach wear,beach wear,crimson,cotton,xl-xxl,5500.0,"cold weather, festival, formal, cottagecore, hot weather, athleisure",https://urbancloset.com/product/274,00:12.9,4.1,47.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
275.0,24.0,dynamic elegant denim jackets,denim jackets,striped,silk,m,12500.0,"vintage, oversized, office wear, spring, monochrome, old money",https://elitewear.com/product/275,26:42.1,2.0,20.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
276.0,16.0,refined smart t-shirts,t-shirts,yellow,linen,m,4500.0,"beach wear, polka dot, checked, dark skin, old money, cottagecore, medium skin, y2k",https://planetsports.com/product/276,43:49.0,1.8,13.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
277.0,6.0,smart wide leg joggers & pants,joggers & pants,mustard,bamboo,xs-s,3500.0,"comfy, stripes, luxury, hipster, medium skin, dark skin",https://arpico.com/product/277,11:00.2,3.0,33.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
278.0,1.0,layered retro shorts,shorts,striped,fleece,xl-xxl,4500.0,,https://foa.com/product/278,21:28.6,4.0,40.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
279.0,3.0,smart relaxed tanks,tanks,tan,jacquard,m,4500.0,"rainy weather, travel friendly, polka dot, minimalist, stripes",https://hameedia.com/product/279,17:36.3,3.3,16.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
280.0,13.0,camo dynamic denim jackets,denim jackets,peach,silk,xs-s,10500.0,"travel friendly, business casual, spring, hot weather, beach wear, preppy",https://reddot.com/product/280,26:10.1,1.8,19.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
281.0,23.0,retro layered utility pants,utility pants,black,cotton,xl-xxl,14000.0,"rainy weather, vintage, office wear, layering, sporty, party wear, monochrome",https://voguestreet.com/product/281,05:34.9,4.0,14.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
282.0,6.0,soft edgy utility pants,utility pants,maroon,wool,m,10000.0,"vintage, neutral skin, oversized, casual, medium skin, festival, floral, business casual",https://arpico.com/product/282,55:28.5,3.3,29.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
283.0,11.0,statement retro sweatshirts,sweatshirts,,modal,xl-xxl,4000.0,"sporty, cottagecore, spring, tall friendly, cold weather, neutral skin, travel friendly, fair skin",https://coolguy.com/product/283,,3.3,16.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
284.0,20.0,layered casual tanks,tanks,plaid,silk,xs-s,2500.0,"cold weather, business casual, checked, travel friendly, dark skin, winter",https://trendz.com/product/284,16:11.4,1.4,25.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
285.0,1.0,tailored chic polos,polos,grey,jacquard,l,2500.0,"beach wear, office wear, athleisure, autumn, urban, tall friendly",https://foa.com/product/285,09:11.7,4.4,0.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
286.0,9.0,bold wide leg coats,coats,crimson,velvet,m,14500.0,"old money, medium skin, patterned, layering, oversized, office wear, polka dot, skinny friendly",https://houseoffashion.com/product/286,00:16.4,1.3,47.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
287.0,14.0,,beach wear,multi-color,denim,xl-xxl,5000.0,"medium skin, vintage, hot weather, checked, minimalist, neutral skin, monochrome",https://metrowear.com/product/287,41:44.9,2.3,47.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
288.0,4.0,chic structured utility pants,utility pants,teal,rayon,m,12000.0,"floral, autumn, hot weather, travel friendly, polka dot, streetwear",https://signature.com/product/288,45:08.3,,23.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
289.0,6.0,sporty statement oversize tee,oversize tee,yellow,linen,xs-s,4000.0,"hot weather, stripes, vintage, urban, luxury, oversized",https://arpico.com/product/289,03:14.4,2.4,25.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
290.0,18.0,essential heritage cardigans,cardigans,yellow,wool,xl-xxl,12500.0,"monochrome, luxury, vintage, rainy weather, travel friendly, curvy friendly",https://breeze.com/product/290,49:09.6,4.0,27.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
291.0,16.0,structured modern denim jackets,denim jackets,camouflage,leather,xs-s,9000.0,"hot weather, curvy friendly, layering, casual, dark skin",https://planetsports.com/product/291,49:28.0,4.0,42.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
292.0,17.0,preppy modern joggers & pants,joggers & pants,white,rayon,m,4500.0,"beach wear, streetwear, polka dot, preppy, monochrome",https://lifestyle.com/product/292,52:44.5,1.2,9.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
293.0,12.0,wide leg neutral denim jackets,denim jackets,white,bamboo,xl-xxl,14000.0,"y2k, cottagecore, rainy weather, beach wear, formal",https://urbancloset.com/product/293,02:42.7,4.1,10.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
294.0,13.0,oversized structured coats,coats,multi-color,wool,xs-s,9500.0,"fair skin, oversized, summer, beach wear, luxury, polka dot, business casual, eco-friendly",https://reddot.com/product/294,05:12.1,2.9,48.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
295.0,21.0,bright functional track pants,track pants,checked,modal,xs-s,2500.0,"tall friendly, streetwear, curvy friendly, travel friendly, festival, eco-friendly, autumn",https://elements.com/product/295,07:10.0,1.9,4.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
296.0,14.0,retro wide leg denim jackets,denim jackets,camouflage,denim,xl-xxl,14000.0,"skinny friendly, comfy, preppy, beach wear, luxury, hipster",https://metrowear.com/product/296,05:54.3,3.2,15.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
297.0,3.0,camo elegant shorts,,orange,modal,xs-s,5000.0,"sporty, y2k, athleisure, curvy friendly, streetwear",https://hameedia.com/product/297,22:03.7,2.8,43.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
298.0,13.0,layered bright joggers & pants,joggers & pants,grey,polyester,l,4500.0,"monochrome, sporty, spring, streetwear, slim fit, layering",https://reddot.com/product/298,11:40.4,3.8,17.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
299.0,3.0,slim fit textured coats,coats,sky blue,modal,m,8500.0,"oversized, business casual, old money, vintage, festival, polka dot, y2k",https://hameedia.com/product/299,40:38.5,2.7,39.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
300.0,11.0,wide leg bright polos,polos,off-white,leather,xs-s,3000.0,"neutral skin, spring, travel friendly, oversized, slim fit",https://coolguy.com/product/300,18:17.7,2.9,45.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
301.0,17.0,slim fit minimalist utility pants,utility pants,peach,jacquard,m,13500.0,"layering, dark skin, floral, tall friendly, hot weather, slim fit",https://lifestyle.com/product/301,55:04.2,2.8,29.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
302.0,8.0,modern patterned shorts,shorts,striped,linen,m,4000.0,"checked, tall friendly, floral, medium skin, beach wear, patterned, comfy, festival",https://casualcorner.com/product/302,23:06.4,4.5,34.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
303.0,20.0,lightweight camo shorts,shorts,sky blue,velvet,xs-s,3000.0,"edgy, party wear, luxury, athleisure, old money, office wear, sporty",https://trendz.com/product/303,08:18.2,2.0,33.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
304.0,15.0,modern modern sweatshirts,sweatshirts,blue,denim,xs-s,6000.0,"casual, patterned, streetwear, stripes, checked, hipster, beach wear, athleisure",https://arena.com/product/304,08:18.6,1.0,11.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
305.0,6.0,rustic preppy denim jackets,denim jackets,multi-color,cotton,m,14500.0,"summer, urban, layering, checked, beach wear, festival, athleisure",https://arpico.com/product/305,48:36.7,1.8,4.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
306.0,14.0,relaxed bold tanks,tanks,pastel blue,cotton,m,5000.0,"neutral skin, oversized, office wear, curvy friendly, dark skin, festival",https://metrowear.com/product/306,06:55.5,3.7,28.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
307.0,21.0,textured heritage t-shirts,t-shirts,camouflage,denim,l,4500.0,"rainy weather, business casual, y2k, party wear, monochrome",https://elements.com/product/307,08:40.4,3.3,49.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
308.0,16.0,oversized retro joggers & pants,joggers & pants,pink,jacquard,xs-s,5000.0,"cold weather, urban, checked, spring, luxury, y2k",https://planetsports.com/product/308,,4.0,3.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
309.0,,refined sporty track pants,track pants,,cotton,xl-xxl,2500.0,"minimalist, athleisure, hipster, party wear, neutral skin, old money, stripes",https://foa.com/product/309,50:43.1,4.7,37.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
310.0,24.0,retro trendy joggers & pants,joggers & pants,pastel pink,leather,xs-s,4500.0,"layering, athleisure, floral, edgy, vintage",https://elitewear.com/product/310,25:56.2,4.4,4.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
311.0,8.0,vintage statement beach wear,beach wear,tie-dye,velvet,xl-xxl,5500.0,"autumn, urban, travel friendly, floral, y2k, comfy, polka dot, athleisure",https://casualcorner.com/product/311,58:57.2,1.9,26.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
312.0,3.0,patterned dynamic polos,polos,pastel green,bamboo,xs-s,2500.0,"travel friendly, fair skin, cottagecore, urban, festival, preppy",https://hameedia.com/product/312,22:49.5,2.1,,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
313.0,12.0,classic tailored utility pants,utility pants,pastel blue,linen,m,12000.0,"polka dot, formal, minimalist, petite friendly, cottagecore",https://urbancloset.com/product/313,02:58.9,1.8,31.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
314.0,5.0,edgy elegant shorts,shorts,black,silk,xl-xxl,3000.0,"winter, checked, comfy, spring, polka dot",https://odel.com/product/314,44:43.3,2.9,28.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
315.0,12.0,oversized rustic shorts,shorts,red,fleece,m,4000.0,"business casual, y2k, petite friendly, patterned, skinny friendly, cold weather",https://urbancloset.com/product/315,04:51.7,4.5,32.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
316.0,14.0,bright sporty track pants,track pants,checked,corduroy,xl-xxl,4500.0,"old money, athleisure, slim fit, checked, medium skin, polka dot",https://metrowear.com/product/316,19:36.2,1.5,28.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
317.0,6.0,refined structured oversize tee,oversize tee,white,denim,xs-s,4000.0,"skinny friendly, vintage, cold weather, dark skin, sporty, winter",https://arpico.com/product/317,59:22.3,2.1,1.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
,1.0,bold structured beach wear,beach wear,black,corduroy,xs-s,5500.0,"beach wear, summer, hipster, streetwear, slim fit, preppy, old money",https://foa.com/product/318,50:31.0,1.9,5.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
319.0,13.0,smart retro oversize tee,oversize tee,checked,wool,m,5000.0,"athleisure, formal, cold weather, y2k, neutral skin, spring, hipster",https://reddot.com/product/319,04:05.4,2.7,34.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
320.0,12.0,relaxed dynamic t-shirts,t-shirts,pink,cotton,xs-s,4500.0,"cold weather, polka dot, neutral skin, preppy, summer, beach wear, casual, minimalist",https://urbancloset.com/product/320,03:05.2,1.9,19.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
321.0,19.0,chic heritage polos,polos,checked,bamboo,xl-xxl,4000.0,"beach wear, stripes, skinny friendly, rainy weather, dark skin, curvy friendly, medium skin, slim fit",https://skylineclothing.com/product/321,00:00.0,2.1,43.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
322.0,14.0,soft dynamic joggers & pants,joggers & pants,chocolate,jacquard,l,4500.0,"tall friendly, winter, rainy weather, formal, beach wear, preppy",https://metrowear.com/product/322,58:40.8,3.8,14.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
,10.0,lightweight slim fit polos,polos,white,leather,xs-s,3500.0,"dark skin, tall friendly, patterned, petite friendly, casual",https://fashionbug.com/product/323,34:06.2,1.4,32.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
324.0,10.0,modern modern utility pants,utility pants,off-white,linen,m,13500.0,"formal, vintage, dark skin, comfy, business casual",https://fashionbug.com/product/324,14:04.9,2.4,47.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
325.0,7.0,heritage functional track pants,track pants,olive,wool,m,3500.0,"festival, urban, preppy, polka dot, dark skin, formal, petite friendly",https://dresssmart.com/product/325,10:37.9,3.0,45.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
326.0,14.0,tailored bold shorts,shorts,black,bamboo,l,2500.0,"cold weather, hipster, travel friendly, checked, monochrome, dark skin, edgy, sporty",https://metrowear.com/product/326,42:32.7,,32.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
327.0,12.0,luxury casual blazers,blazers,crimson,denim,xl-xxl,8500.0,"spring, old money, y2k, monochrome, autumn",https://urbancloset.com/product/327,13:47.1,,16.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
328.0,14.0,bold camo oversize tee,oversize tee,peach,jacquard,xs-s,3000.0,"curvy friendly, eco-friendly, dark skin, stripes, medium skin, business casual, patterned, beach wear",https://metrowear.com/product/328,29:24.1,4.8,5.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
329.0,5.0,smart comfy coats,coats,checked,fleece,l,8000.0,"slim fit, checked, y2k, sporty, summer, athleisure, streetwear, festival",https://odel.com/product/329,25:05.3,4.9,41.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
330.0,19.0,bright luxury blazers,blazers,charcoal,bamboo,m,13000.0,"cold weather, hot weather, rainy weather, checked, monochrome, comfy, party wear, edgy",https://skylineclothing.com/product/330,44:16.3,4.2,34.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
331.0,11.0,luxury retro oversize tee,oversize tee,pastel blue,corduroy,l,3500.0,"petite friendly, dark skin, travel friendly, curvy friendly, skinny friendly",https://coolguy.com/product/331,57:38.3,2.4,30.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
332.0,4.0,rustic soft chinos,chinos,off-white,denim,l,6500.0,"beach wear, minimalist, spring, eco-friendly, travel friendly, cold weather, polka dot, slim fit",https://signature.com/product/332,24:43.5,4.6,30.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
333.0,,urban vintage hoodies & jackets,hoodies & jackets,maroon,linen,xs-s,8000.0,"floral, stripes, eco-friendly, vintage, beach wear, curvy friendly, old money",https://lifestyle.com/product/333,21:08.0,4.2,20.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
334.0,3.0,trendy bright tanks,tanks,green,tencel,m,3500.0,"sporty, eco-friendly, minimalist, tall friendly, beach wear",https://hameedia.com/product/334,51:38.6,,,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
335.0,14.0,refined luxury hoodies & jackets,hoodies & jackets,chocolate,linen,xs-s,11000.0,"edgy, vintage, monochrome, casual, minimalist, comfy, luxury",https://metrowear.com/product/335,20:44.2,2.7,18.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
336.0,22.0,relaxed essential oversize tee,oversize tee,red,jacquard,xl-xxl,3000.0,"tall friendly, autumn, old money, sporty, office wear, spring",https://crossover.com/product/336,53:29.3,,2.0,2026-02-28 19:12:01.081333,synthetic_outerwear_sri_lanka_with_shop_ids.csv,2026-02-28,2026-03-09T22:55:39.588835,97
