trend_id,trend_name,trend_category,trend_score,week,year,emerging_designers,trend_tags
49,Oversized,Color Trend,1.857616900286915,11,2024,"Designer_22, Designer_20","Bold Colors, Pastel, Modal"
50,Bamboo,Style Trend,1.2669710726425865,11,2024,"Designer_6, Designer_11","Stripes, Bold Colors, Earth Tones"
51,Modal,Fabric Trend,1.1605069446742922,11,2024,"Designer_13, Designer_19, Designer_29","Bold Colors, Stripes, Eco-Friendly"
52,Monochrome,Category Trend,0.6929945915329776,12,2024,Designer_26,"Leather, Bamboo, Cotton"
53,Oversized,Style Trend,2.499480276061087,12,2024,"Designer_18, Designer_38","Bamboo, Modal, Eco-Friendly"
54,Leather,Seasonal Trend,4.946862017766699,12,2024,Designer_26,"Velvet, Bold Colors, Eco-Friendly"
55,Oversized,Style Trend,1.9911184327609663,12,2024,Designer_6,"Oversized, Minimalist, Stripes"
56,Pastel,Style Trend,4.7951786689680596,12,2024,"Designer_41, Designer_47","Bold Colors, Monochrome, Oversized"
57,Stripes,Seasonal Trend,4.4245418224492825,13,2024,"Designer_6, Designer_3","Modal, Eco-Friendly, Oversized"
58,Cotton,Category Trend,0.6207356787129664,13,2024,Designer_37,"Bamboo, Cotton, Minimalist"
59,Y2K,Style Trend,2.9258532521465903,13,2024,Designer_13,"Bamboo, Y2K, Leather"
60,Cotton,Color Trend,1.1761886248042217,13,2024,"Designer_49, Designer_32","Leather, Vintage, Modal"
61,Velvet,Fabric Trend,4.8300710755901655,13,2024,Designer_36,"Earth Tones, Velvet, Pastel"
62,Leather,Style Trend,4.161739025264441,13,2024,Designer_4,"Stripes, Leather, Bold Colors"
63,Vintage,Category Trend,3.089877343229317,14,2024,"Designer_34, Designer_21","Y2K, Pastel, Monochrome"
64,Bold Colors,Color Trend,2.829920915315314,14,2024,"Designer_49, Designer_30","Vintage, Oversized, Stripes"
65,Earth Tones,Category Trend,3.8585457945982027,14,2024,"Designer_27, Designer_24","Monochrome, Y2K, Vintage"
66,Vintage,Style Trend,4.0750266701296525,14,2024,"Designer_4, Designer_33, Designer_16","Leather, Bold Colors, Modal"
67,Cotton,Category Trend,1.6762212654316904,14,2024,Designer_42,"Modal, Leather, Minimalist"
68,Vintage,Style Trend,2.760430833916202,15,2024,"Designer_32, Designer_47, Designer_36","Bold Colors, Oversized, Stripes"
69,Modal,Seasonal Trend,4.535049421334258,15,2024,Designer_37,"Bold Colors, Leather, Bamboo"
70,Oversized,Color Trend,0.7558007103164488,15,2024,"Designer_4, Designer_24, Designer_44","Stripes, Bold Colors, Vintage"
71,Bamboo,Category Trend,2.778089922087825,16,2024,Designer_19,"Velvet, Pastel, Leather"
72,Cotton,Fabric Trend,0.5809245330113778,16,2024,"Designer_24, Designer_3, Designer_6","Monochrome, Velvet, Pastel"
73,Earth Tones,Style Trend,2.0690274072634542,16,2024,Designer_14,"Monochrome, Oversized, Vintage"
74,Stripes,Seasonal Trend,0.5629386284291737,16,2024,Designer_22,"Cotton, Bold Colors, Y2K"
75,Oversized,Fabric Trend,3.145005463183272,16,2024,"Designer_47, Designer_27","Monochrome, Oversized, Vintage"
76,Oversized,Seasonal Trend,2.901229106039031,17,2024,"Designer_14, Designer_2","Bold Colors, Minimalist, Eco-Friendly"
77,Bamboo,Seasonal Trend,1.6856455222880284,17,2024,"Designer_40, Designer_29, Designer_12","Monochrome, Velvet, Modal"
78,Eco-Friendly,Category Trend,1.9429358642811416,17,2024,Designer_20,"Velvet, Eco-Friendly, Vintage"
79,Monochrome,Seasonal Trend,1.5277326652708791,18,2024,Designer_16,"Y2K, Bold Colors, Stripes"
80,Earth Tones,Fabric Trend,2.7472699261257203,18,2024,"Designer_11, Designer_26, Designer_1","Oversized, Monochrome, Vintage"
81,Bold Colors,Fabric Trend,0.644439382182852,18,2024,"Designer_17, Designer_22, Designer_22","Eco-Friendly, Minimalist, Pastel"
82,Bold Colors,Seasonal Trend,0.7603597195405324,18,2024,Designer_40,"Minimalist, Oversized, Vintage"
83,Eco-Friendly,Style Trend,1.793492959076383,19,2024,Designer_31,"Modal, Velvet, Oversized"
84,Earth Tones,Seasonal Trend,3.578300159967386,19,2024,"Designer_34, Designer_30, Designer_12","Eco-Friendly, Pastel, Cotton"
85,Cotton,Category Trend,1.9186773621616768,19,2024,Designer_19,"Eco-Friendly, Pastel, Monochrome"
86,Velvet,Seasonal Trend,4.7715532801307425,19,2024,"Designer_25, Designer_37","Modal, Bold Colors, Earth Tones"
87,Velvet,Fabric Trend,2.057085497484426,19,2024,"Designer_37, Designer_25","Bamboo, Monochrome, Leather"
88,Eco-Friendly,Seasonal Trend,2.063767474527117,20,2024,"Designer_38, Designer_6","Minimalist, Eco-Friendly, Earth Tones"
89,Eco-Friendly,Color Trend,1.9260696642101076,20,2024,Designer_2,"Y2K, Monochrome, Modal"
90,Bamboo,Category Trend,2.7572766853381383,20,2024,"Designer_10, Designer_37","Bold Colors, Vintage, Pastel"
91,Modal,Seasonal Trend,2.7977712725958037,20,2024,"Designer_48, Designer_38","Velvet, Oversized, Minimalist"
92,Pastel,Fabric Trend,3.9001576139198355,20,2024,"Designer_17, Designer_46","Bold Colors, Earth Tones, Leather"
93,Bamboo,Color Trend,2.863384159486676,20,2024,Designer_35,"Bamboo, Monochrome, Pastel"
94,Monochrome,Style Trend,1.136769589439346,20,2024,"Designer_33, Designer_19, Designer_3","Earth Tones, Pastel, Stripes"
95,Oversized,Category Trend,3.3480420511748323,21,2024,"Designer_9, Designer_11","Earth Tones, Eco-Friendly, Cotton"
96,Minimalist,Category Trend,3.443275543646407,21,2024,"Designer_12, Designer_22","Leather, Bamboo, Monochrome"
97,Y2K,Fabric Trend,4.3781339568396795,21,2024,"Designer_18, Designer_1","Bamboo, Stripes, Eco-Friendly"
98,Y2K,Seasonal Trend,4.534507460224673,21,2024,Designer_31,"Eco-Friendly, Stripes, Earth Tones"
99,Minimalist,Fabric Trend,3.580298208906171,21,2024,"Designer_22, Designer_14","Oversized, Minimalist, Pastel"
100,Minimalist,Category Trend,2.392649365335652,21,2024,Designer_20,"Earth Tones, Modal, Eco-Friendly"
101,Monochrome,Fabric Trend,2.2831772482168775,21,2024,"Designer_14, Designer_48, Designer_27","Eco-Friendly, Monochrome, Vintage"
102,Stripes,Category Trend,3.905279661702852,22,2024,"Designer_47, Designer_18","Minimalist, Pastel, Modal"
103,Eco-Friendly,Category Trend,3.4702463348558465,22,2024,"Designer_15, Designer_45","Bamboo, Leather, Y2K"
104,Bamboo,Color Trend,4.680944873113627,22,2024,"Designer_3, Designer_28","Leather, Earth Tones, Oversized"
105,Bamboo,Fabric Trend,4.995871636423767,22,2024,"Designer_5, Designer_49","Velvet, Minimalist, Leather"
106,Stripes,Style Trend,2.212907277791996,22,2024,"Designer_40, Designer_48, Designer_18","Stripes, Bamboo, Cotton"
107,Velvet,Style Trend,4.092178342820621,23,2024,Designer_44,"Earth Tones, Y2K, Minimalist"
108,Eco-Friendly,Category Trend,4.843275458435675,23,2024,"Designer_26, Designer_20","Leather, Stripes, Velvet"
109,Bold Colors,Fabric Trend,1.1239465640502826,23,2024,Designer_27,"Pastel, Leather, Bold Colors"
110,Leather,Seasonal Trend,3.8764199044849903,23,2024,"Designer_17, Designer_3","Oversized, Bold Colors, Stripes"
111,Cotton,Seasonal Trend,1.3082324730030943,23,2024,"Designer_42, Designer_13","Stripes, Monochrome, Minimalist"
112,Earth Tones,Color Trend,4.99091939207544,23,2024,"Designer_30, Designer_6, Designer_38","Oversized, Stripes, Leather"
113,Velvet,Seasonal Trend,1.4567537329128761,23,2024,"Designer_45, Designer_31, Designer_1","Y2K, Earth Tones, Monochrome"
114,Leather,Seasonal Trend,4.483635014587311,24,2024,"Designer_30, Designer_43","Stripes, Velvet, Earth Tones"
115,Oversized,Seasonal Trend,0.6528076790785978,24,2024,Designer_25,"Bamboo, Monochrome, Minimalist"
116,Pastel,Seasonal Trend,1.8396352071334112,24,2024,"Designer_27, Designer_1","Eco-Friendly, Monochrome, Velvet"
117,Modal,Fabric Trend,3.2860835801249175,24,2024,Designer_7,"Modal, Vintage, Earth Tones"
118,Bamboo,Category Trend,3.002916324609952,24,2024,Designer_28,"Leather, Earth Tones, Velvet"
119,Minimalist,Color Trend,4.396931454126248,24,2024,"Designer_17, Designer_16","Stripes, Modal, Bold Colors"
120,Minimalist,Seasonal Trend,2.9697562412459493,24,2024,Designer_16,"Pastel, Earth Tones, Leather"
121,Earth Tones,Style Trend,2.056973412594635,25,2024,"Designer_24, Designer_26, Designer_25","Monochrome, Pastel, Eco-Friendly"
122,Earth Tones,Style Trend,1.1246664053758324,25,2024,Designer_44,"Stripes, Monochrome, Bold Colors"
123,Monochrome,Seasonal Trend,1.9786013501018087,25,2024,"Designer_40, Designer_21, Designer_22","Minimalist, Leather, Stripes"
124,Bold Colors,Color Trend,4.019824221111147,25,2024,"Designer_4, Designer_35","Minimalist, Velvet, Pastel"
125,Modal,Color Trend,4.6156197528319485,25,2024,"Designer_22, Designer_5, Designer_41","Leather, Stripes, Bold Colors"
126,Leather,Style Trend,3.6983586820041303,25,2024,"Designer_24, Designer_16","Y2K, Pastel, Velvet"
127,Velvet,Seasonal Trend,2.9098557983991795,26,2024,Designer_32,"Minimalist, Modal, Oversized"
128,Cotton,Category Trend,2.453085516610628,26,2024,"Designer_45, Designer_24","Monochrome, Pastel, Oversized"
129,Modal,Fabric Trend,0.711093117856445,26,2024,"Designer_34, Designer_46, Designer_43","Bamboo, Bold Colors, Velvet"
130,Eco-Friendly,Fabric Trend,4.408461151526909,26,2024,Designer_22,"Eco-Friendly, Cotton, Velvet"
131,Oversized,Color Trend,4.638524378974073,26,2024,Designer_25,"Bamboo, Y2K, Oversized"
132,Stripes,Fabric Trend,4.459802188692023,26,2024,"Designer_15, Designer_39","Eco-Friendly, Modal, Oversized"
133,Modal,Color Trend,2.3422839417379397,27,2024,"Designer_20, Designer_48","Modal, Pastel, Velvet"
134,Eco-Friendly,Category Trend,1.2376995925245389,27,2024,"Designer_42, Designer_35","Minimalist, Earth Tones, Modal"
135,Stripes,Category Trend,3.775562536449493,27,2024,Designer_27,"Leather, Minimalist, Vintage"
136,Oversized,Category Trend,4.323581760473048,27,2024,"Designer_35, Designer_26","Oversized, Bold Colors, Monochrome"
137,Bamboo,Color Trend,0.6969786258335608,27,2024,Designer_21,"Vintage, Cotton, Y2K"
138,Modal,Seasonal Trend,1.8170594235528308,27,2024,Designer_7,"Leather, Y2K, Eco-Friendly"
139,Pastel,Fabric Trend,1.1368563536369156,27,2024,Designer_36,"Velvet, Vintage, Monochrome"
140,Eco-Friendly,Seasonal Trend,0.5715755433870502,28,2024,"Designer_32, Designer_38","Earth Tones, Modal, Bamboo"
141,Oversized,Style Trend,3.940621680763688,28,2024,"Designer_48, Designer_34","Y2K, Cotton, Oversized"
142,Monochrome,Fabric Trend,1.3662066609422765,28,2024,"Designer_49, Designer_43, Designer_24","Minimalist, Cotton, Vintage"
143,Modal,Color Trend,4.534501941409035,28,2024,"Designer_38, Designer_35","Bamboo, Modal, Pastel"
144,Bamboo,Fabric Trend,3.533726152585343,28,2024,Designer_10,"Oversized, Earth Tones, Eco-Friendly"
145,Eco-Friendly,Seasonal Trend,0.5229006459272714,28,2024,Designer_17,"Vintage, Bamboo, Earth Tones"
146,Cotton,Style Trend,1.7435480332799633,29,2024,"Designer_12, Designer_30","Vintage, Eco-Friendly, Bold Colors"
147,Y2K,Color Trend,2.3551255561845514,29,2024,"Designer_3, Designer_1","Stripes, Modal, Earth Tones"
148,Velvet,Category Trend,2.5167462241987737,29,2024,"Designer_43, Designer_8, Designer_34","Oversized, Minimalist, Bamboo"
149,Bamboo,Category Trend,2.772732334296017,29,2024,"Designer_27, Designer_7, Designer_24","Stripes, Bold Colors, Monochrome"
150,Velvet,Color Trend,1.9660759689236231,29,2024,Designer_21,"Earth Tones, Vintage, Stripes"
151,Earth Tones,Style Trend,3.5022142510813,29,2024,"Designer_10, Designer_36, Designer_31","Bamboo, Minimalist, Velvet"
152,Monochrome,Style Trend,4.6909196558309,29,2024,"Designer_43, Designer_5","Cotton, Velvet, Bold Colors"
153,Modal,Style Trend,3.8557480786849783,30,2024,Designer_12,"Y2K, Bamboo, Bold Colors"
154,Oversized,Style Trend,3.0172197830653404,30,2024,Designer_1,"Y2K, Bamboo, Stripes"
155,Oversized,Seasonal Trend,3.08761293613388,30,2024,"Designer_13, Designer_22","Vintage, Y2K, Oversized"
156,Y2K,Seasonal Trend,4.658751307535388,30,2024,Designer_20,"Velvet, Minimalist, Stripes"
157,Cotton,Fabric Trend,1.5563333780735247,31,2024,Designer_24,"Pastel, Oversized, Y2K"
158,Minimalist,Color Trend,3.0269716998715017,31,2024,"Designer_13, Designer_37, Designer_38","Cotton, Eco-Friendly, Vintage"
159,Oversized,Category Trend,2.8472585946840114,31,2024,"Designer_11, Designer_46, Designer_8","Velvet, Pastel, Oversized"
160,Bamboo,Seasonal Trend,4.939250912651345,32,2024,Designer_30,"Cotton, Bamboo, Stripes"
161,Minimalist,Seasonal Trend,1.8338127298997748,32,2024,"Designer_26, Designer_18, Designer_32","Eco-Friendly, Earth Tones, Cotton"
162,Oversized,Style Trend,3.003978083325674,32,2024,Designer_38,"Pastel, Velvet, Eco-Friendly"
163,Velvet,Style Trend,4.817725825626457,32,2024,Designer_30,"Leather, Bold Colors, Modal"
164,Monochrome,Color Trend,3.088678154453016,33,2024,Designer_22,"Minimalist, Velvet, Cotton"
165,Minimalist,Color Trend,0.7501657148678511,33,2024,"Designer_47, Designer_21, Designer_26","Eco-Friendly, Pastel, Leather"
166,Bamboo,Color Trend,3.403595566440761,33,2024,"Designer_28, Designer_27, Designer_38","Velvet, Minimalist, Stripes"
167,Earth Tones,Fabric Trend,2.444931521947262,33,2024,"Designer_24, Designer_35, Designer_23","Y2K, Pastel, Minimalist"
168,Monochrome,Fabric Trend,4.1584209210373455,33,2024,Designer_1,"Minimalist, Velvet, Y2K"
169,Bold Colors,Style Trend,1.928069357944241,33,2024,"Designer_49, Designer_46","Cotton, Leather, Vintage"
170,Earth Tones,Color Trend,3.07316449218803,33,2024,"Designer_37, Designer_3, Designer_24","Leather, Y2K, Bold Colors"
171,Cotton,Fabric Trend,2.559390074853943,34,2024,Designer_44,"Leather, Eco-Friendly, Modal"
172,Leather,Fabric Trend,2.1782887512204403,34,2024,Designer_17,"Modal, Leather, Vintage"
173,Stripes,Seasonal Trend,3.4173905147144303,34,2024,"Designer_7, Designer_47, Designer_2","Leather, Vintage, Velvet"
174,Bold Colors,Category Trend,1.913876390520163,34,2024,Designer_14,"Earth Tones, Minimalist, Velvet"
175,Eco-Friendly,Category Trend,2.617472858746795,34,2024,Designer_11,"Velvet, Vintage, Monochrome"
176,Pastel,Fabric Trend,1.1492867068523673,34,2024,"Designer_40, Designer_29","Cotton, Velvet, Minimalist"
177,Bamboo,Style Trend,4.810425506787513,35,2024,"Designer_31, Designer_44, Designer_26","Pastel, Stripes, Velvet"
178,Vintage,Color Trend,3.2597751682273777,35,2024,"Designer_20, Designer_36, Designer_5","Bamboo, Modal, Minimalist"
179,Leather,Fabric Trend,1.6430605884541494,35,2024,Designer_31,"Leather, Bold Colors, Eco-Friendly"
180,Velvet,Style Trend,1.3458097296796474,35,2024,"Designer_38, Designer_44, Designer_25","Monochrome, Eco-Friendly, Leather"
181,Minimalist,Seasonal Trend,2.9558033877678893,35,2024,Designer_44,"Stripes, Minimalist, Cotton"
182,Earth Tones,Color Trend,0.7784222220700764,35,2024,"Designer_2, Designer_18, Designer_39","Pastel, Bamboo, Stripes"
183,Leather,Category Trend,2.1839033401121517,36,2024,Designer_38,"Cotton, Monochrome, Pastel"
184,Monochrome,Fabric Trend,2.6759986943044622,36,2024,"Designer_42, Designer_45","Modal, Eco-Friendly, Monochrome"
185,Bamboo,Fabric Trend,4.053851720035187,36,2024,"Designer_9, Designer_16","Oversized, Earth Tones, Bold Colors"
186,Cotton,Style Trend,3.8473792012310497,36,2024,Designer_41,"Eco-Friendly, Bold Colors, Pastel"
187,Velvet,Category Trend,4.4306132302222405,36,2024,Designer_17,"Eco-Friendly, Vintage, Oversized"
188,Cotton,Color Trend,1.5165026117482439,37,2024,Designer_32,"Pastel, Velvet, Y2K"
189,Vintage,Color Trend,3.3854233336726156,37,2024,"Designer_49, Designer_32","Velvet, Vintage, Minimalist"
190,Vintage,Fabric Trend,4.721342861422434,37,2024,Designer_26,"Earth Tones, Bamboo, Minimalist"
191,Y2K,Category Trend,4.266259203474143,37,2024,Designer_44,"Eco-Friendly, Vintage, Leather"
192,Velvet,Style Trend,2.587503142045779,37,2024,Designer_28,"Vintage, Velvet, Bamboo"
193,Pastel,Category Trend,3.089891822916379,38,2024,"Designer_22, Designer_13","Minimalist, Velvet, Leather"
194,Monochrome,Seasonal Trend,4.858627296248385,38,2024,"Designer_9, Designer_22","Earth Tones, Minimalist, Bold Colors"
195,Oversized,Style Trend,2.515546366353786,38,2024,"Designer_9, Designer_30","Eco-Friendly, Bamboo, Y2K"
196,Bold Colors,Category Trend,3.6296264071223363,38,2024,"Designer_44, Designer_3, Designer_44","Stripes, Cotton, Eco-Friendly"
197,Leather,Fabric Trend,3.853305046460294,38,2024,"Designer_18, Designer_40, Designer_36","Minimalist, Eco-Friendly, Y2K"
198,Earth Tones,Category Trend,0.6672475077992838,38,2024,"Designer_12, Designer_10, Designer_14","Oversized, Monochrome, Bamboo"
199,Minimalist,Category Trend,2.9078807444591197,39,2024,"Designer_30, Designer_33, Designer_10","Stripes, Minimalist, Leather"
200,Monochrome,Color Trend,4.230577102826549,39,2024,Designer_2,"Vintage, Eco-Friendly, Bamboo"
201,Monochrome,Category Trend,1.1849826485943473,39,2024,Designer_3,"Cotton, Leather, Bold Colors"
202,Leather,Style Trend,4.590075428480738,40,2024,"Designer_7, Designer_18, Designer_8","Cotton, Pastel, Stripes"
203,Bold Colors,Fabric Trend,0.9253055523943168,40,2024,"Designer_22, Designer_20, Designer_15","Stripes, Velvet, Oversized"
204,Modal,Category Trend,3.7821991004361664,40,2024,Designer_19,"Eco-Friendly, Leather, Velvet"
205,Oversized,Seasonal Trend,4.652054976358303,40,2024,Designer_19,"Bamboo, Minimalist, Y2K"
206,Y2K,Style Trend,4.951266803451924,40,2024,Designer_28,"Bamboo, Eco-Friendly, Bold Colors"
207,Eco-Friendly,Color Trend,2.091667811438651,40,2024,Designer_17,"Stripes, Bold Colors, Leather"
208,Oversized,Color Trend,2.1814231553141985,41,2024,"Designer_25, Designer_47","Y2K, Oversized, Velvet"
209,Pastel,Category Trend,4.860682449863669,41,2024,Designer_24,"Minimalist, Earth Tones, Oversized"
210,Earth Tones,Fabric Trend,1.5402513173693684,41,2024,"Designer_17, Designer_26, Designer_14","Velvet, Minimalist, Stripes"
211,Bamboo,Color Trend,2.0177879602261535,41,2024,Designer_6,"Stripes, Leather, Bold Colors"
212,Eco-Friendly,Color Trend,0.7248727779927312,42,2024,Designer_1,"Modal, Pastel, Earth Tones"
213,Bamboo,Seasonal Trend,4.030109817107029,42,2024,Designer_43,"Monochrome, Leather, Eco-Friendly"
214,Minimalist,Color Trend,3.9963686310261775,42,2024,"Designer_48, Designer_38, Designer_15","Monochrome, Vintage, Y2K"
215,Cotton,Seasonal Trend,4.890187650190608,43,2024,Designer_3,"Oversized, Bamboo, Modal"
216,Oversized,Fabric Trend,3.2770995766177955,43,2024,"Designer_35, Designer_32","Velvet, Monochrome, Vintage"
217,Cotton,Fabric Trend,0.8270417724672752,43,2024,"Designer_37, Designer_13","Cotton, Vintage, Leather"
218,Vintage,Color Trend,1.2101759261706488,43,2024,"Designer_10, Designer_40, Designer_16","Pastel, Monochrome, Modal"
219,Monochrome,Style Trend,2.5505380717920025,43,2024,"Designer_33, Designer_43","Earth Tones, Vintage, Stripes"
220,Leather,Fabric Trend,2.342239624860257,44,2024,Designer_34,"Velvet, Pastel, Monochrome"
221,Oversized,Style Trend,0.8684957708844219,44,2024,Designer_38,"Y2K, Pastel, Leather"
222,Monochrome,Seasonal Trend,0.658350880430719,44,2024,"Designer_13, Designer_13","Minimalist, Bamboo, Modal"
223,Bold Colors,Category Trend,1.7829303038297852,44,2024,"Designer_18, Designer_15","Modal, Minimalist, Eco-Friendly"
