"product_id","shop_id","name","category","color","fabric","size_range","price_LKR","style_tags","product_url","created_ts","popularity_score","stock_count","created_timestamp"
"24","2","Minimal Everyday Tee 0024","t-shirts","brown","linen","XL-XXL","2720","summer, casual, classic","https://stylesensesl.demo/product/24","09:00:00","4.1","449","2025-01-04 09:00:00"
"25","3","Classic Crew Tee 0025","t-shirts","black","cotton","XS-S","3448","casual, everyday, monochrome","https://stylesensesl.demo/product/25","12:00:00","3.3","468","2025-01-04 12:00:00"
"26","4","Relaxed Cotton Tee 0026","t-shirts","white","linen","S-M","4176","everyday, relaxed, minimal","https://stylesensesl.demo/product/26","15:00:00","2.5","487","2025-01-04 15:00:00"
"27","7","Urban Essential Tee 0027","t-shirts","red","cotton","M","2200","relaxed, summer, smart","https://stylesensesl.demo/product/27","18:00:00","4.2","21","2025-01-04 18:00:00"
"28","8","Minimal Everyday Tee 0028","t-shirts","light blue","linen","M-L","2928","summer, casual, weekend","https://stylesensesl.demo/product/28","21:00:00","3.4","40","2025-01-04 21:00:00"
"29","9","Classic Crew Tee 0029","t-shirts","green","cotton","L","3656","casual, everyday, urban","https://stylesensesl.demo/product/29","00:00:00","2.6","59","2025-01-05 00:00:00"
"30","10","Relaxed Cotton Tee 0030","t-shirts","brown","linen","L-XL","4384","everyday, relaxed, classic","https://stylesensesl.demo/product/30","03:00:00","4.3","78","2025-01-05 03:00:00"
"31","11","Urban Essential Tee 0031","t-shirts","black","cotton","XL","2408","relaxed, summer, monochrome","https://stylesensesl.demo/product/31","06:00:00","3.5","97","2025-01-05 06:00:00"
"32","12","Minimal Everyday Tee 0032","t-shirts","white","linen","XL-XXL","3136","summer, casual, minimal","https://stylesensesl.demo/product/32","09:00:00","2.7","116","2025-01-05 09:00:00"
"33","13","Classic Crew Tee 0033","t-shirts","red","cotton","XS-S","3864","casual, everyday, smart","https://stylesensesl.demo/product/33","12:00:00","4.4","135","2025-01-05 12:00:00"
"34","14","Relaxed Cotton Tee 0034","t-shirts","light blue","linen","S-M","4592","everyday, relaxed, weekend","https://stylesensesl.demo/product/34","15:00:00","3.6","154","2025-01-05 15:00:00"
"35","15","Urban Essential Tee 0035","t-shirts","green","cotton","M","2616","relaxed, summer, urban","https://stylesensesl.demo/product/35","18:00:00","2.8","173","2025-01-05 18:00:00"
"36","16","Minimal Everyday Tee 0036","t-shirts","brown","linen","M-L","3344","summer, casual, classic","https://stylesensesl.demo/product/36","21:00:00","4.5","192","2025-01-05 21:00:00"
"37","17","Classic Crew Tee 0037","t-shirts","black","cotton","L","4072","casual, everyday, monochrome","https://stylesensesl.demo/product/37","00:00:00","3.7","211","2025-01-06 00:00:00"
"38","18","Relaxed Cotton Tee 0038","t-shirts","white","linen","L-XL","4800","everyday, relaxed, minimal","https://stylesensesl.demo/product/38","03:00:00","2.9","230","2025-01-06 03:00:00"
"39","19","Urban Essential Tee 0039","t-shirts","red","cotton","XL","2824","relaxed, summer, smart","https://stylesensesl.demo/product/39","06:00:00","4.6","249","2025-01-06 06:00:00"
"40","20","Minimal Everyday Tee 0040","t-shirts","light blue","linen","XL-XXL","3552","summer, casual, weekend","https://stylesensesl.demo/product/40","09:00:00","3.8","268","2025-01-06 09:00:00"
"41","21","Classic Crew Tee 0041","t-shirts","green","cotton","XS-S","4280","casual, everyday, urban","https://stylesensesl.demo/product/41","12:00:00","3","287","2025-01-06 12:00:00"
"42","22","Relaxed Cotton Tee 0042","t-shirts","brown","linen","S-M","2304","everyday, relaxed, classic","https://stylesensesl.demo/product/42","15:00:00","4.7","306","2025-01-06 15:00:00"
"43","23","Urban Essential Tee 0043","t-shirts","black","cotton","M","3032","relaxed, summer, monochrome","https://stylesensesl.demo/product/43","18:00:00","3.9","325","2025-01-06 18:00:00"
"44","24","Minimal Everyday Tee 0044","t-shirts","white","linen","M-L","3760","summer, casual, minimal","https://stylesensesl.demo/product/44","21:00:00","3.1","344","2025-01-06 21:00:00"
"45","1","Classic Crew Tee 0045","t-shirts","red","cotton","L","4488","casual, everyday, smart","https://stylesensesl.demo/product/45","00:00:00","4.8","363","2025-01-07 00:00:00"
"46","2","Relaxed Cotton Tee 0046","t-shirts","light blue","linen","L-XL","2512","everyday, relaxed, weekend","https://stylesensesl.demo/product/46","03:00:00","4","382","2025-01-07 03:00:00"
"47","3","Urban Essential Tee 0047","t-shirts","green","cotton","XL","3240","relaxed, summer, urban","https://stylesensesl.demo/product/47","06:00:00","3.2","401","2025-01-07 06:00:00"
"48","4","Minimal Everyday Tee 0048","t-shirts","brown","linen","XL-XXL","3968","summer, casual, classic","https://stylesensesl.demo/product/48","09:00:00","4.9","420","2025-01-07 09:00:00"
"49","7","Classic Crew Tee 0049","t-shirts","black","cotton","XS-S","4696","casual, everyday, monochrome","https://stylesensesl.demo/product/49","12:00:00","4.1","439","2025-01-07 12:00:00"
"50","8","Relaxed Cotton Tee 0050","t-shirts","white","linen","S-M","2720","everyday, relaxed, minimal","https://stylesensesl.demo/product/50","15:00:00","3.3","458","2025-01-07 15:00:00"
"51","9","Urban Essential Tee 0051","t-shirts","red","cotton","M","3448","relaxed, summer, smart","https://stylesensesl.demo/product/51","18:00:00","2.5","477","2025-01-07 18:00:00"
"52","10","Minimal Everyday Tee 0052","t-shirts","light blue","linen","M-L","4176","summer, casual, weekend","https://stylesensesl.demo/product/52","21:00:00","4.2","496","2025-01-07 21:00:00"
"53","11","Classic Crew Tee 0053","t-shirts","green","cotton","L","2200","casual, everyday, urban","https://stylesensesl.demo/product/53","00:00:00","3.4","30","2025-01-08 00:00:00"
"54","12","Relaxed Cotton Tee 0054","t-shirts","brown","linen","L-XL","2928","everyday, relaxed, classic","https://stylesensesl.demo/product/54","03:00:00","2.6","49","2025-01-08 03:00:00"
"55","13","Urban Essential Tee 0055","t-shirts","black","cotton","XL","3656","relaxed, summer, monochrome","https://stylesensesl.demo/product/55","06:00:00","4.3","68","2025-01-08 06:00:00"
"56","14","Minimal Everyday Tee 0056","t-shirts","white","linen","XL-XXL","4384","summer, casual, minimal","https://stylesensesl.demo/product/56","09:00:00","3.5","87","2025-01-08 09:00:00"
"57","15","Classic Crew Tee 0057","t-shirts","red","cotton","XS-S","2408","casual, everyday, smart","https://stylesensesl.demo/product/57","12:00:00","2.7","106","2025-01-08 12:00:00"
"58","16","Relaxed Cotton Tee 0058","t-shirts","light blue","linen","S-M","3136","everyday, relaxed, weekend","https://stylesensesl.demo/product/58","15:00:00","4.4","125","2025-01-08 15:00:00"
"59","17","Urban Essential Tee 0059","t-shirts","green","cotton","M","3864","relaxed, summer, urban","https://stylesensesl.demo/product/59","18:00:00","3.6","144","2025-01-08 18:00:00"
"60","18","Minimal Everyday Tee 0060","t-shirts","brown","linen","M-L","4592","summer, casual, classic","https://stylesensesl.demo/product/60","21:00:00","2.8","163","2025-01-08 21:00:00"
"61","19","Classic Crew Tee 0061","t-shirts","black","cotton","L","2616","casual, everyday, monochrome","https://stylesensesl.demo/product/61","00:00:00","4.5","182","2025-01-09 00:00:00"
"62","20","Relaxed Cotton Tee 0062","t-shirts","white","linen","L-XL","3344","everyday, relaxed, minimal","https://stylesensesl.demo/product/62","03:00:00","3.7","201","2025-01-09 03:00:00"
"63","21","Urban Essential Tee 0063","t-shirts","red","cotton","XL","4072","relaxed, summer, smart","https://stylesensesl.demo/product/63","06:00:00","2.9","220","2025-01-09 06:00:00"
"64","22","Minimal Everyday Tee 0064","t-shirts","light blue","linen","XL-XXL","4800","summer, casual, weekend","https://stylesensesl.demo/product/64","09:00:00","4.6","239","2025-01-09 09:00:00"
"65","23","Classic Crew Tee 0065","t-shirts","green","cotton","XS-S","2824","casual, everyday, urban","https://stylesensesl.demo/product/65","12:00:00","3.8","258","2025-01-09 12:00:00"
"66","24","Relaxed Cotton Tee 0066","t-shirts","brown","linen","S-M","3552","everyday, relaxed, classic","https://stylesensesl.demo/product/66","15:00:00","3","277","2025-01-09 15:00:00"
"67","1","Urban Essential Tee 0067","t-shirts","black","cotton","M","4280","relaxed, summer, monochrome","https://stylesensesl.demo/product/67","18:00:00","4.7","296","2025-01-09 18:00:00"
"68","2","Minimal Everyday Tee 0068","t-shirts","white","linen","M-L","2304","summer, casual, minimal","https://stylesensesl.demo/product/68","21:00:00","3.9","315","2025-01-09 21:00:00"
"69","3","Classic Crew Tee 0069","t-shirts","red","cotton","L","3032","casual, everyday, smart","https://stylesensesl.demo/product/69","00:00:00","3.1","334","2025-01-10 00:00:00"
"70","4","Relaxed Cotton Tee 0070","t-shirts","light blue","linen","L-XL","3760","everyday, relaxed, weekend","https://stylesensesl.demo/product/70","03:00:00","4.8","353","2025-01-10 03:00:00"
"71","7","Urban Essential Tee 0071","t-shirts","green","cotton","XL","4488","relaxed, summer, urban","https://stylesensesl.demo/product/71","06:00:00","4","372","2025-01-10 06:00:00"
"72","8","Minimal Everyday Tee 0072","t-shirts","brown","linen","XL-XXL","2512","summer, casual, classic","https://stylesensesl.demo/product/72","09:00:00","3.2","391","2025-01-10 09:00:00"
"73","9","Classic Crew Tee 0073","t-shirts","black","cotton","XS-S","3240","casual, everyday, monochrome","https://stylesensesl.demo/product/73","12:00:00","4.9","410","2025-01-10 12:00:00"
"74","10","Relaxed Cotton Tee 0074","t-shirts","white","linen","S-M","3968","everyday, relaxed, minimal","https://stylesensesl.demo/product/74","15:00:00","4.1","429","2025-01-10 15:00:00"
"75","11","Urban Essential Tee 0075","t-shirts","red","cotton","M","4696","relaxed, summer, smart","https://stylesensesl.demo/product/75","18:00:00","3.3","448","2025-01-10 18:00:00"
"76","12","Minimal Everyday Tee 0076","t-shirts","light blue","linen","M-L","2720","summer, casual, weekend","https://stylesensesl.demo/product/76","21:00:00","2.5","467","2025-01-10 21:00:00"
"77","13","Classic Crew Tee 0077","t-shirts","green","cotton","L","3448","casual, everyday, urban","https://stylesensesl.demo/product/77","00:00:00","4.2","486","2025-01-11 00:00:00"
"78","14","Relaxed Cotton Tee 0078","t-shirts","brown","linen","L-XL","4176","everyday, relaxed, classic","https://stylesensesl.demo/product/78","03:00:00","3.4","20","2025-01-11 03:00:00"
"79","15","Urban Essential Tee 0079","t-shirts","black","cotton","XL","2200","relaxed, summer, monochrome","https://stylesensesl.demo/product/79","06:00:00","2.6","39","2025-01-11 06:00:00"
"80","16","Minimal Everyday Tee 0080","t-shirts","white","linen","XL-XXL","2928","summer, casual, minimal","https://stylesensesl.demo/product/80","09:00:00","4.3","58","2025-01-11 09:00:00"
"81","17","Classic Crew Tee 0081","t-shirts","red","cotton","XS-S","3656","casual, everyday, smart","https://stylesensesl.demo/product/81","12:00:00","3.5","77","2025-01-11 12:00:00"
"82","18","Relaxed Cotton Tee 0082","t-shirts","light blue","linen","S-M","4384","everyday, relaxed, weekend","https://stylesensesl.demo/product/82","15:00:00","2.7","96","2025-01-11 15:00:00"
"83","19","Urban Essential Tee 0083","t-shirts","green","cotton","M","2408","relaxed, summer, urban","https://stylesensesl.demo/product/83","18:00:00","4.4","115","2025-01-11 18:00:00"
"84","20","Minimal Everyday Tee 0084","t-shirts","brown","linen","M-L","3136","summer, casual, classic","https://stylesensesl.demo/product/84","21:00:00","3.6","134","2025-01-11 21:00:00"
"85","21","Classic Crew Tee 0085","t-shirts","black","cotton","L","3864","casual, everyday, monochrome","https://stylesensesl.demo/product/85","00:00:00","2.8","153","2025-01-12 00:00:00"
"86","22","Relaxed Cotton Tee 0086","t-shirts","white","linen","L-XL","4592","everyday, relaxed, minimal","https://stylesensesl.demo/product/86","03:00:00","4.5","172","2025-01-12 03:00:00"
"87","23","Urban Essential Tee 0087","t-shirts","red","cotton","XL","2616","relaxed, summer, smart","https://stylesensesl.demo/product/87","06:00:00","3.7","191","2025-01-12 06:00:00"
"88","24","Minimal Everyday Tee 0088","t-shirts","light blue","linen","XL-XXL","3344","summer, casual, weekend","https://stylesensesl.demo/product/88","09:00:00","2.9","210","2025-01-12 09:00:00"
"89","1","Classic Crew Tee 0089","t-shirts","green","cotton","XS-S","4072","casual, everyday, urban","https://stylesensesl.demo/product/89","12:00:00","4.6","229","2025-01-12 12:00:00"
"90","2","Relaxed Cotton Tee 0090","t-shirts","brown","linen","S-M","4800","everyday, relaxed, classic","https://stylesensesl.demo/product/90","15:00:00","3.8","248","2025-01-12 15:00:00"
"91","3","Urban Essential Tee 0091","t-shirts","black","cotton","M","2824","relaxed, summer, monochrome","https://stylesensesl.demo/product/91","18:00:00","3","267","2025-01-12 18:00:00"
"92","4","Minimal Everyday Tee 0092","t-shirts","white","linen","M-L","3552","summer, casual, minimal","https://stylesensesl.demo/product/92","21:00:00","4.7","286","2025-01-12 21:00:00"
"93","7","Classic Crew Tee 0093","t-shirts","red","cotton","L","4280","casual, everyday, smart","https://stylesensesl.demo/product/93","00:00:00","3.9","305","2025-01-13 00:00:00"
"94","8","Relaxed Cotton Tee 0094","t-shirts","light blue","linen","L-XL","2304","everyday, relaxed, weekend","https://stylesensesl.demo/product/94","03:00:00","3.1","324","2025-01-13 03:00:00"
"95","9","Urban Essential Tee 0095","t-shirts","green","cotton","XL","3032","relaxed, summer, urban","https://stylesensesl.demo/product/95","06:00:00","4.8","343","2025-01-13 06:00:00"
"96","10","Minimal Everyday Tee 0096","t-shirts","brown","linen","XL-XXL","3760","summer, casual, classic","https://stylesensesl.demo/product/96","09:00:00","4","362","2025-01-13 09:00:00"
"97","11","Classic Crew Tee 0097","t-shirts","black","cotton","XS-S","4488","casual, everyday, monochrome","https://stylesensesl.demo/product/97","12:00:00","3.2","381","2025-01-13 12:00:00"
"98","12","Relaxed Cotton Tee 0098","t-shirts","white","linen","S-M","2512","everyday, relaxed, minimal","https://stylesensesl.demo/product/98","15:00:00","4.9","400","2025-01-13 15:00:00"
"99","13","Urban Essential Tee 0099","t-shirts","red","cotton","M","3240","relaxed, summer, smart","https://stylesensesl.demo/product/99","18:00:00","4.1","419","2025-01-13 18:00:00"
"100","14","Minimal Everyday Tee 0100","t-shirts","light blue","linen","M-L","3968","summer, casual, weekend","https://stylesensesl.demo/product/100","21:00:00","3.3","438","2025-01-13 21:00:00"
"101","15","Classic Crew Tee 0101","t-shirts","green","cotton","L","4696","casual, everyday, urban","https://stylesensesl.demo/product/101","00:00:00","2.5","457","2025-01-14 00:00:00"
"102","16","Relaxed Cotton Tee 0102","t-shirts","brown","linen","L-XL","2720","everyday, relaxed, classic","https://stylesensesl.demo/product/102","03:00:00","4.2","476","2025-01-14 03:00:00"
"103","17","Urban Essential Tee 0103","t-shirts","black","cotton","XL","3448","relaxed, summer, monochrome","https://stylesensesl.demo/product/103","06:00:00","3.4","495","2025-01-14 06:00:00"
"104","18","Minimal Everyday Tee 0104","t-shirts","white","linen","XL-XXL","4176","summer, casual, minimal","https://stylesensesl.demo/product/104","09:00:00","2.6","29","2025-01-14 09:00:00"
"105","19","Classic Crew Tee 0105","t-shirts","red","cotton","XS-S","2200","casual, everyday, smart","https://stylesensesl.demo/product/105","12:00:00","4.3","48","2025-01-14 12:00:00"
"106","20","Relaxed Cotton Tee 0106","t-shirts","light blue","linen","S-M","2928","everyday, relaxed, weekend","https://stylesensesl.demo/product/106","15:00:00","3.5","67","2025-01-14 15:00:00"
"107","21","Urban Essential Tee 0107","t-shirts","green","cotton","M","3656","relaxed, summer, urban","https://stylesensesl.demo/product/107","18:00:00","2.7","86","2025-01-14 18:00:00"
"108","22","Minimal Everyday Tee 0108","t-shirts","brown","linen","M-L","4384","summer, casual, classic","https://stylesensesl.demo/product/108","21:00:00","4.4","105","2025-01-14 21:00:00"
"109","23","Classic Crew Tee 0109","t-shirts","black","cotton","L","2408","casual, everyday, monochrome","https://stylesensesl.demo/product/109","00:00:00","3.6","124","2025-01-15 00:00:00"
"110","24","Relaxed Cotton Tee 0110","t-shirts","white","linen","L-XL","3136","everyday, relaxed, minimal","https://stylesensesl.demo/product/110","03:00:00","2.8","143","2025-01-15 03:00:00"
"111","1","Urban Essential Tee 0111","t-shirts","red","cotton","XL","3864","relaxed, summer, smart","https://stylesensesl.demo/product/111","06:00:00","4.5","162","2025-01-15 06:00:00"
"112","2","Minimal Everyday Tee 0112","t-shirts","light blue","linen","XL-XXL","4592","summer, casual, weekend","https://stylesensesl.demo/product/112","09:00:00","3.7","181","2025-01-15 09:00:00"
"113","3","Classic Crew Tee 0113","t-shirts","green","cotton","XS-S","2616","casual, everyday, urban","https://stylesensesl.demo/product/113","12:00:00","2.9","200","2025-01-15 12:00:00"
"114","4","Relaxed Cotton Tee 0114","t-shirts","brown","linen","S-M","3344","everyday, relaxed, classic","https://stylesensesl.demo/product/114","15:00:00","4.6","219","2025-01-15 15:00:00"
"115","7","Urban Essential Tee 0115","t-shirts","black","cotton","M","4072","relaxed, summer, monochrome","https://stylesensesl.demo/product/115","18:00:00","3.8","238","2025-01-15 18:00:00"
"116","8","Minimal Everyday Tee 0116","t-shirts","white","linen","M-L","4800","summer, casual, minimal","https://stylesensesl.demo/product/116","21:00:00","3","257","2025-01-15 21:00:00"
"117","9","Classic Crew Tee 0117","t-shirts","red","cotton","L","2824","casual, everyday, smart","https://stylesensesl.demo/product/117","00:00:00","4.7","276","2025-01-16 00:00:00"
"118","10","Relaxed Cotton Tee 0118","t-shirts","light blue","linen","L-XL","3552","everyday, relaxed, weekend","https://stylesensesl.demo/product/118","03:00:00","3.9","295","2025-01-16 03:00:00"
"119","11","Urban Essential Tee 0119","t-shirts","green","cotton","XL","4280","relaxed, summer, urban","https://stylesensesl.demo/product/119","06:00:00","3.1","314","2025-01-16 06:00:00"
"120","12","Minimal Everyday Tee 0120","t-shirts","brown","linen","XL-XXL","2304","summer, casual, classic","https://stylesensesl.demo/product/120","09:00:00","4.8","333","2025-01-16 09:00:00"
"121","13","Classic Crew Tee 0121","t-shirts","black","cotton","XS-S","3032","casual, everyday, monochrome","https://stylesensesl.demo/product/121","12:00:00","4","352","2025-01-16 12:00:00"
"122","14","Relaxed Cotton Tee 0122","t-shirts","white","linen","S-M","3760","everyday, relaxed, minimal","https://stylesensesl.demo/product/122","15:00:00","3.2","371","2025-01-16 15:00:00"
"123","15","Urban Essential Tee 0123","t-shirts","red","cotton","M","4488","relaxed, summer, smart","https://stylesensesl.demo/product/123","18:00:00","4.9","390","2025-01-16 18:00:00"
"124","16","Minimal Everyday Tee 0124","t-shirts","light blue","linen","M-L","2512","summer, casual, weekend","https://stylesensesl.demo/product/124","21:00:00","4.1","409","2025-01-16 21:00:00"
"125","17","Classic Crew Tee 0125","t-shirts","green","cotton","L","3240","casual, everyday, urban","https://stylesensesl.demo/product/125","00:00:00","3.3","428","2025-01-17 00:00:00"
"126","18","Relaxed Cotton Tee 0126","t-shirts","brown","linen","L-XL","3968","everyday, relaxed, classic","https://stylesensesl.demo/product/126","03:00:00","2.5","447","2025-01-17 03:00:00"
"127","19","Urban Essential Tee 0127","t-shirts","black","cotton","XL","4696","relaxed, summer, monochrome","https://stylesensesl.demo/product/127","06:00:00","4.2","466","2025-01-17 06:00:00"
"128","20","Minimal Everyday Tee 0128","t-shirts","white","linen","XL-XXL","2720","summer, casual, minimal","https://stylesensesl.demo/product/128","09:00:00","3.4","485","2025-01-17 09:00:00"
"129","21","Classic Crew Tee 0129","t-shirts","red","cotton","XS-S","3448","casual, everyday, smart","https://stylesensesl.demo/product/129","12:00:00","2.6","19","2025-01-17 12:00:00"
"130","22","Relaxed Cotton Tee 0130","t-shirts","light blue","linen","S-M","4176","everyday, relaxed, weekend","https://stylesensesl.demo/product/130","15:00:00","4.3","38","2025-01-17 15:00:00"
"131","23","Urban Essential Tee 0131","t-shirts","green","cotton","M","2200","relaxed, summer, urban","https://stylesensesl.demo/product/131","18:00:00","3.5","57","2025-01-17 18:00:00"
"132","24","Minimal Everyday Tee 0132","t-shirts","brown","linen","M-L","2928","summer, casual, classic","https://stylesensesl.demo/product/132","21:00:00","2.7","76","2025-01-17 21:00:00"
"133","1","Classic Crew Tee 0133","t-shirts","black","cotton","L","3656","casual, everyday, monochrome","https://stylesensesl.demo/product/133","00:00:00","4.4","95","2025-01-18 00:00:00"
"134","2","Relaxed Cotton Tee 0134","t-shirts","white","linen","L-XL","4384","everyday, relaxed, minimal","https://stylesensesl.demo/product/134","03:00:00","3.6","114","2025-01-18 03:00:00"
"135","3","Urban Essential Tee 0135","t-shirts","red","cotton","XL","2408","relaxed, summer, smart","https://stylesensesl.demo/product/135","06:00:00","2.8","133","2025-01-18 06:00:00"
"136","4","Minimal Everyday Tee 0136","t-shirts","light blue","linen","XL-XXL","3136","summer, casual, weekend","https://stylesensesl.demo/product/136","09:00:00","4.5","152","2025-01-18 09:00:00"
"137","7","Classic Crew Tee 0137","t-shirts","green","cotton","XS-S","3864","casual, everyday, urban","https://stylesensesl.demo/product/137","12:00:00","3.7","171","2025-01-18 12:00:00"
"138","8","Relaxed Cotton Tee 0138","t-shirts","brown","linen","S-M","4592","everyday, relaxed, classic","https://stylesensesl.demo/product/138","15:00:00","2.9","190","2025-01-18 15:00:00"
"139","9","Urban Essential Tee 0139","t-shirts","black","cotton","M","2616","relaxed, summer, monochrome","https://stylesensesl.demo/product/139","18:00:00","4.6","209","2025-01-18 18:00:00"
"140","10","Minimal Everyday Tee 0140","t-shirts","white","linen","M-L","3344","summer, casual, minimal","https://stylesensesl.demo/product/140","21:00:00","3.8","228","2025-01-18 21:00:00"
"141","11","Classic Crew Tee 0141","t-shirts","red","cotton","L","4072","casual, everyday, smart","https://stylesensesl.demo/product/141","00:00:00","3","247","2025-01-19 00:00:00"
"142","12","Relaxed Cotton Tee 0142","t-shirts","light blue","linen","L-XL","4800","everyday, relaxed, weekend","https://stylesensesl.demo/product/142","03:00:00","4.7","266","2025-01-19 03:00:00"
"143","13","Urban Essential Tee 0143","t-shirts","green","cotton","XL","2824","relaxed, summer, urban","https://stylesensesl.demo/product/143","06:00:00","3.9","285","2025-01-19 06:00:00"
"144","14","Minimal Everyday Tee 0144","t-shirts","brown","linen","XL-XXL","3552","summer, casual, classic","https://stylesensesl.demo/product/144","09:00:00","3.1","304","2025-01-19 09:00:00"
"145","15","Classic Crew Tee 0145","t-shirts","black","cotton","XS-S","4280","casual, everyday, monochrome","https://stylesensesl.demo/product/145","12:00:00","4.8","323","2025-01-19 12:00:00"
"146","16","Relaxed Cotton Tee 0146","t-shirts","white","linen","S-M","2304","everyday, relaxed, minimal","https://stylesensesl.demo/product/146","15:00:00","4","342","2025-01-19 15:00:00"
"147","17","Urban Essential Tee 0147","t-shirts","red","cotton","M","3032","relaxed, summer, smart","https://stylesensesl.demo/product/147","18:00:00","3.2","361","2025-01-19 18:00:00"
"148","18","Minimal Everyday Tee 0148","t-shirts","light blue","linen","M-L","3760","summer, casual, weekend","https://stylesensesl.demo/product/148","21:00:00","4.9","380","2025-01-19 21:00:00"
"149","19","Classic Crew Tee 0149","t-shirts","green","cotton","L","4488","casual, everyday, urban","https://stylesensesl.demo/product/149","00:00:00","4.1","399","2025-01-20 00:00:00"
"150","20","Relaxed Cotton Tee 0150","t-shirts","brown","linen","L-XL","2512","everyday, relaxed, classic","https://stylesensesl.demo/product/150","03:00:00","3.3","418","2025-01-20 03:00:00"
"151","21","Urban Essential Tee 0151","t-shirts","black","cotton","XL","3240","relaxed, summer, monochrome","https://stylesensesl.demo/product/151","06:00:00","2.5","437","2025-01-20 06:00:00"
"152","22","Minimal Everyday Tee 0152","t-shirts","white","linen","XL-XXL","3968","summer, casual, minimal","https://stylesensesl.demo/product/152","09:00:00","4.2","456","2025-01-20 09:00:00"
